****** PREMISSAS **********;;;;;;;;;;;;;;;;;;;
cod_premissa;descr;obs;segm_tipo_clb  ;classe;subClasse;formato;decimais;seqApresent;flag_desp_recorr_func ;descr_desp_recorr;obs_desp_recorr ;ano_versao_ini;ano_versao_fim;entidade_segm  ;;;;;
2017;VP0;i;SUL_CUR;ass_med;4;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_CUR;ass_med;5;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_CUR;ass_med;6;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_CUR;ass_med;7;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_CUR;ass_med;8;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;i;SUL_CUR;dissidio;*;s;0;0;0;0;0;0;6.5;0;0;0;0;0;0
2017;VP0;i;SUL_CUR;mes_merito;*;s;0;0;0;0;0;0;1;0;0;0;0;0;0
2017;VP0;i;SUL_CUR;seg_vida;*;s;0;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304
2017;VP0;i;SUL_CUR;vr;1;s;0;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6
2017;VP0;i;SUL_CUR;vr;2;s;0;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6
2017;VP0;i;SUL_CUR;vr;3;s;0;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6
2017;VP0;i;SUL_CUR;vr;4;s;0;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6
2017;VP0;i;SUL_CUR;vr;5;s;0;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6
2017;VP0;i;SUL_CUR;vr;6;s;0;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6
2017;VP0;i;SUL_CUR;vr;7;s;0;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6
2017;VP0;i;SUL_CUR;vr;8;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;i;SUL_FL;ass_med;1;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_FL;ass_med;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;i;SUL_FL;ass_med;3;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_FL;ass_med;4;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_FL;ass_med;5;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_FL;ass_med;6;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_FL;ass_med;7;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_FL;ass_med;8;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;i;SUL_FL;dissidio;*;s;0;0;0;0;0;6.5;0;0;0;0;0;0;0
2017;VP0;i;SUL_FL;mes_merito;*;s;0;0;0;0;0;1;0;0;0;0;0;0;0
2017;VP0;i;SUL_FL;seg_vida;*;s;0;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304
2017;VP0;i;SUL_FL;vr;1;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_FL;vr;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;i;SUL_FL;vr;3;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_FL;vr;4;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_FL;vr;5;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_FL;vr;6;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_FL;vr;7;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_FL;vr;8;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;i;SUL_PA;ass_med;1;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_PA;ass_med;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;i;SUL_PA;ass_med;3;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_PA;ass_med;4;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_PA;ass_med;5;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_PA;ass_med;6;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_PA;ass_med;7;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;i;SUL_PA;ass_med;8;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;i;SUL_PA;dissidio;*;s;0;0;0;0;0;0;6.5;0;0;0;0;0;0
2017;VP0;i;SUL_PA;mes_merito;*;s;0;0;0;0;0;0;1;0;0;0;0;0;0
2017;VP0;i;SUL_PA;seg_vida;*;s;0;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304
2017;VP0;i;SUL_PA;vr;1;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_PA;vr;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;i;SUL_PA;vr;3;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_PA;vr;4;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_PA;vr;5;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_PA;vr;6;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_PA;vr;7;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;i;SUL_PA;vr;8;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;e;NORTE;vr;4;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;NORTE;vr;5;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;NORTE;vr;6;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;NORTE;vr;7;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;NORTE-BE;dissidio;*;s;0;0;0;0;0;0;0;0;4;0;0;0;0
2019;VP0;e;NORTE-BE;vr;1;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2019;VP0;e;NORTE-BE;vr;2;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2019;VP0;e;NORTE-BE;vr;3;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2019;VP0;e;NORTE-BE;vr;4;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2019;VP0;e;NORTE-BE;vr;5;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2019;VP0;e;NORTE-BE;vr;6;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2019;VP0;e;NORTE-BE;vr;7;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2019;VP0;e;RJ;dissidio;*;s;0;0;0;4;0;0;0;0;0;0;0;0;0
2019;VP0;e;RJ;vr;1;s;0;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03
2019;VP0;e;RJ;vr;2;s;0;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03
2019;VP0;e;RJ;vr;3;s;0;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03
2019;VP0;e;RJ;vr;4;s;0;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03
2019;VP0;e;RJ;vr;5;s;0;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03
2019;VP0;e;RJ;vr;6;s;0;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03
2019;VP0;e;RJ;vr;7;s;0;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03;822.03
2019;VP0;e;SELLER;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2019;VP0;e;SELLER;vr;1;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SELLER;vr;2;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SELLER;vr;3;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SELLER;vr;4;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SELLER;vr;5;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SELLER;vr;6;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SELLER;vr;7;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SELL_CUR;ass_med;1;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_CUR;ass_med;3;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_CUR;ass_med;4;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_CUR;ass_med;5;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_CUR;ass_med;6;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_CUR;ass_med;7;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_CUR;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2019;VP0;e;SELL_CUR;vr;1;s;0;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58
2019;VP0;e;SELL_CUR;vr;2;s;0;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58
2019;VP0;e;SELL_CUR;vr;3;s;0;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58
2019;VP0;e;SELL_CUR;vr;4;s;0;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58
2019;VP0;e;SELL_CUR;vr;5;s;0;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58
2019;VP0;e;SELL_CUR;vr;6;s;0;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58
2019;VP0;e;SELL_CUR;vr;7;s;0;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58
2019;VP0;e;SELL_PA_FL;ass_med;1;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_PA_FL;ass_med;3;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_PA_FL;ass_med;4;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_PA_FL;ass_med;5;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_PA_FL;ass_med;6;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_PA_FL;ass_med;7;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SELL_PA_FL;dissidio;*;s;0;0;0;0;0;0;4;0;0;0;0;0;0
2019;VP0;e;SELL_PA_FL;vr;1;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SELL_PA_FL;vr;2;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;e;SELL_PA_FL;vr;3;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SELL_PA_FL;vr;4;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SELL_PA_FL;vr;5;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SELL_PA_FL;vr;6;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SELL_PA_FL;vr;7;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SP;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2019;VP0;e;SP;vr;1;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SP;vr;2;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SP;vr;3;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SP;vr;4;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SP;vr;5;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SP;vr;6;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SP;vr;7;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;e;SUL_CUR;ass_med;1;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_CUR;ass_med;3;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_CUR;ass_med;4;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_CUR;ass_med;5;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_CUR;ass_med;6;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_CUR;ass_med;7;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_CUR;dissidio;*;s;0;0;0;0;0;0;4;0;0;0;0;0;0
2019;VP0;e;SUL_CUR;fgts;1;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;e;SUL_CUR;fgts;2;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;e;SUL_CUR;fgts;3;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;e;SUL_CUR;fgts;4;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;VP0;e;CY_A_MEND;ass_med;4;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;SELL_CUR;vr;1;s;0;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58;791.58
2020;VP0;e;RJ;vr;2;s;0;558.64;558.64;558.64;558.64;558.64;558.64;558.64;558.64;558.64;558.64;558.64;558.64
2020;VP0;e;SP;ass_med;1;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;SP;ass_med;3;s;0;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12
2020;VP0;e;SP;ass_med;4;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;SP;ass_med;5;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
2020;VP0;e;SP;ass_med;6;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
2020;VP0;e;SP;ass_med;7;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
2018;VP0;a;SUL_FL;vr;1;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;SUL_FL;vr;3;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;SUL_FL;vr;4;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;SUL_FL;vr;5;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;SUL_FL;vr;6;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;SUL_FL;vr;7;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;SUL_PA;vr;1;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;SUL_PA;vr;3;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;SUL_PA;vr;4;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;SUL_PA;vr;5;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;SUL_PA;vr;6;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;SUL_PA;vr;7;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;a;*;ass_med;8;s;0;191;191;191;191;191;191;191;191;191;191;191;191
2018;VP0;a;*;fgts;1;s;0;8;8;8;8;8;8;8;8;8;8;8;8
2018;VP0;a;*;fgts;2;s;0;2;2;2;2;2;2;2;2;2;2;2;2
2018;VP0;a;*;fgts;6;s;0;8;8;8;8;8;8;8;8;8;8;8;8
2018;VP0;a;*;prov_13;1;s;0;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333
2018;VP0;a;*;prov_13;2;s;0;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333
2018;VP0;a;*;prov_13;6;s;0;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333
2018;VP0;a;SELLER;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2018;VP0;a;SP;vr;1;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;a;SP;vr;2;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;a;SP;vr;3;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;a;SP;vr;4;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;a;SP;vr;5;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;a;*;cel_coord;*;s;0;70;70;70;70;70;70;70;70;70;70;70;70
2018;VP0;a;*;cel_dir;*;s;0;250;250;250;250;250;250;250;250;250;250;250;250
2018;VP0;a;*;cel_ger;*;s;0;100;100;100;100;100;100;100;100;100;100;100;100
2018;VP0;a;*;cel_modem3g;*;s;0;36;36;36;36;36;36;36;36;36;36;36;36
2018;VP0;a;*;tel_ramal;*;s;0;40;40;40;40;40;40;40;40;40;40;40;40
2018;VP0;a;SP;vr;6;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;a;SP;vr;7;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;a;SP;vr;8;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;VP0;e;SP;ass_med;8;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;SP;dissidio;*;s;0;0;0;0;0;3.5;0;0;0;0;0;0;0
2020;VP0;e;SP;vr;1;s;0;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44
2020;VP0;e;SP;vr;2;s;0;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44
2020;VP0;e;SP;vr;3;s;0;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44
2020;VP0;e;SP;vr;4;s;0;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44
2020;VP0;e;SP;vr;5;s;0;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44;546.44
2020;VP0;e;NORTE-BE;ass_med;1;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;NORTE-BE;ass_med;3;s;0;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12
2020;VP0;e;NORTE-BE;ass_med;4;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;NORTE-BE;ass_med;5;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
2020;VP0;e;NORTE-BE;ass_med;6;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
2020;VP0;e;NORTE-BE;ass_med;7;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
2020;VP0;e;NORTE-BE;ass_med;8;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;NORTE-BE;dissidio;*;s;0;0;0;0;0;0;0;0;3.5;0;0;0;0
2020;VP0;e;NORTE-BE;vr;1;s;0;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69
2020;VP0;e;NORTE-BE;vr;2;s;0;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69
2020;VP0;e;NORTE-BE;vr;3;s;0;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69
2020;VP0;e;NORTE-BE;vr;4;s;0;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69
2020;VP0;e;NORTE-BE;vr;5;s;0;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69
2020;VP0;e;SUL_PA;seg_vida;*;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;VP0;e;NORTE-BE;vr;6;s;0;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69
2020;VP0;e;SELL_PA_FL;ass_med;2;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;VP0;e;NORTE-BE;vr;7;s;0;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69;517.69
2020;VP0;e;NORTE;ass_med;1;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;NORTE;ass_med;3;s;0;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12
2020;VP0;e;NORTE;ass_med;4;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;NORTE;ass_med;5;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
2020;VP0;e;NORTE;ass_med;6;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
