;ano;cod_ccusto;cod_classe_custo;cod_sub_classe_custo;obs_valor;valor_m01;valor_m02;valor_m03;valor_m04;valor_m05;valor_m06;valor_m07;valor_m08;valor_m09;valor_m10;valor_m11;valor_m12
;2023;C0042COJCG;5200504002;30;Consultoria previdenciária para gestão de afastamentos e pareceres em geral;13000;13000;13000;13000;13000;13000;13000;13000;13000;13000;13000;13000
;2023;C0042COJCG;5200504002;31;Consultoria por hora técnica mediante demanda;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
;2023;C0219SLPOA;5200503003;00;Cartões de Visita - 500 unidades R$ 235,00 - orçado para Adriana, Daniel, Do Canto;705;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042SPAES;5200502009;00;EPL - Seguro FLS;0;3120;0;0;0;0;0;0;0;0;0;0
;2023;C0042COJCG;5200504002;32;Inscrição na OAB para projeto de automação;750;750;750;750;750;750;750;750;750;750;750;750
;2023;C0219RSTIV;5200504020;30;Site Orulo (CDireto);857;857;857;857;857;857;857;857;857;857;857;857
;2023;C0042SPAES;5200505002;00;IPTU - Imposto Territorial Urbano;385930;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219RSTIV;5200504020;31;Sustentação Conexão - Rateio SP;3565;3565;3565;3565;3565;3565;3565;3565;3565;3565;3565;3565
;2023;C0219RSTIV;5200504020;32;Sustentação Mobi - Rateio SP;860;860;860;860;860;860;860;860;860;860;860;860
;2023;C0042BLRHU;5200208006;30;Treinamentos;5000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0221COPJT;5200504002;30;consultoria em BIM (revit, navis, MEP, parametrização);0;0;0;0;12000;0;0;12000;0;0;0;0
;2023;C0221COPJT;5200504020;30;atualização de duas licenças do software TQS (disciplina de estrutura de projetos internos);0;0;0;32000;0;0;0;0;0;0;0;0
;2023;C0221COPJT;5200504020;31;HD Externo para engenheiro de estruturas;0;500;0;0;0;0;0;0;0;0;0;0
;2023;C0042BLRHU;5200208008;30;GIFT ORK, VACINA, CESTA DE FIM DE ANO OBRAS;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
;2023;C0042BLRHU;5200503001;30;Viagens SL e SP;2000;0;2000;0;0;2000;0;0;2000;0;0;2000
;2023;C0042BLRHU;5200503005;30;UBER TECNOLOGIA;150;150;150;150;150;150;150;150;150;150;150;150
;2023;C0042BLRHU;5200504002;30;Ações de rh;750;200;200;200;500;1500;200;200;0;500;200;200
;2023;C0042BLRHU;5200504012;30;Aniversariante do mês, férias na cyrela e fim de ano;50;50;50;50;50;50;2550;50;50;50;50;5050
;2023;C0042COJCG;5200504002;33;Contratação de plataforma para automação de defesas do tributário e manutenção do sistema;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
;2023;C0219RSTIV;5200504020;33;Sustentação Cia - Rateio SP;1940;1940;1940;1940;1940;1940;1940;1940;1940;1940;1940;1940
;2023;C0219RSTIV;5200504020;34;Repositório de documentos;531;531;531;531;531;531;531;531;531;531;531;531
;2023;C0219RSTIV;5200504020;35;Assinatura eletrônica + 55k referente ao contrato de envelopes adicionais (Rateio regionais);949;949;949;949;949;949;949;949;949;949;949;949
;2023;C0219RSTIV;5200504020;36;Office 365;0;0;0;0;0;32365;0;0;0;0;0;0
;2023;C0219RSTIV;5200504020;37;Melhoria Oferta ativa\nConjunto 10 Licenças Agentes Ativos Pysix\nChipeira Pináculo Gateway SIP 3G (08 chips)\nServiços de Instalação / Configuração;33745;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219RSTIV;5200504020;38;Manutenção do sistema de Call center;2012;2012;2012;2257;2257;2257;2257;2257;2257;2257;2257;2257
;2023;C0042COSOP;5200502003;30;MPLS FLS 5.6k\nMPLS RCO 5.5\nMPLS LWC 7.5;18600;18600;18600;18600;18600;18600;18600;18600;18600;18600;18600;18600
;2023;C0042COSOP;5200502003;31;DDR Vivo atende Rocio e Faria Lima;5500;5500;5500;5500;5500;5500;5500;5500;5500;5500;5500;5500
;2023;C0042COSOP;5200502003;32;Telefonia Móvel Vivo;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000
;2023;C0042COSOP;5200502003;33;PABX em cloud;4600;4600;4600;4600;4600;4600;4600;4600;4600;4600;4600;4600
;2023;C0042COSOP;5200503002;30;Compra de materiais diversos como mídias, chaveadores, etc.;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
;2023;C0042SPPRC;5200503001;30;previsao de 2 viagens por ano de aviao, para 4 pessoas estadia de 1 dias;0;0;0;10000;0;0;0;10000;0;0;0;0
;2023;C0304RJVPJ;5200503005;30;Lanche, Uber e outro;150;150;150;150;150;150;150;150;150;150;150;150
;2023;C0304RJTEC;5200503005;30;Pagamento de Reembolso de Locomoções de Uber pelos Colaboradores Terceiros.;200;200;200;200;200;200;200;200;200;200;200;200
;2023;C0042SPPRC;5200503005;30;Despesas de transportes para obras e viagens da equipe;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
;2023;C0600RSDIR;5200503001;30;Viagens Diversas da diretoria;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
;2023;C0042COSOP;5200504002;30;Infraestrutura + DBA + SNOC;65000;65000;65000;65000;65000;65000;65000;65000;65000;65000;65000;65000
;2023;C0042COSOP;5200504002;31;Suporte Premier;120000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042COSOP;5200504002;32;CBS HOLDING S.A. (Proteus)\nServiços de SI;7600;7600;7600;7600;7600;7600;7600;7600;7600;7600;7600;7600
;2023;C0042COSOP;5200504002;33;Contrato do suporte para o Project Online (JOSE ROBERTO MOURA SOARES DE LIMA – ME (PROJECTSA));5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000
;2023;C0042COSOP;5200504019;30;Transporte equipamentos entre escritórios;300;300;300;300;300;300;300;300;300;300;300;300
;2023;C0042COSOP;5200504020;30;Colocation de Infraestrutura;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000
;2023;C0042COSOP;5200504020;31;Serviço de FTP utilizado pela Captacao De Recursos (Camila Conte);280;280;280;280;280;280;280;280;280;280;280;280
;2023;C0042COSOP;5200504020;32;Onboarding, Data Analytics, App Vivaz, App Vendas, etc.;185000;185000;160000;138000;138000;138000;138000;138000;138000;138000;138000;138000
;2023;C0042COSOP;5200504020;33;AC Software / ManageEngine - Renovação do PasswordManager Pro;0;0;0;0;0;0;0;30000;0;0;0;0
;2023;C0042COSOP;5200504020;34;WAF R$ 9.458,00\nEdge DNS R$ 1.560,00\nSuporte R$ 2.505,00;13600;13600;13600;13600;13600;13600;13600;13600;13600;13600;13600;13600
;2023;C0042COSOP;5200504020;35;Renovação da licença do EDR Carbon Black;0;0;0;0;0;0;0;35000;0;0;0;0
;2023;C0042COSOP;5200504020;36;Renovação da licença do Veeam Backup;0;0;0;0;0;0;0;0;0;0;0;45000
;2023;C0042COSOP;5200504020;37;Renovação da licença de Endpoint para workstation ~55k USD;0;0;0;0;0;0;0;0;0;290000;0;0
;2023;C0600RSDIR;5200503002;30;materiais de escritório para a diretoria;80;80;80;80;80;80;80;80;80;80;80;80
;2023;C0600RSDIR;5200503005;30;Almoços semanais diretoria mais convidados externos.;9000;9000;9000;9000;9000;9000;9000;9000;9000;9000;9000;9000
;2023;C0600RSDIR;5200503005;31;Frutas e lanches extras diretoria;400;400;400;400;400;400;400;400;400;400;400;400
;2023;C0600RSDIR;5200503005;32;Almoços para vinda Rapha, Efraim e demais convidados Kosche;450;450;450;450;450;450;450;450;450;450;450;450
;2023;C0600RSDIR;5200503005;33;Cafés diretoria e visitas;600;600;600;600;600;600;600;600;600;600;600;600
;2023;C0304RJTEC;5200504020;30;17 Contas Autocad/Revit para os setores.;158340;48720;0;0;0;0;0;0;0;0;0;0
;2023;C0304RJTEC;5200504020;31;18 Contas Adobe Illustrator para os setores.;0;0;0;0;34020;0;0;0;0;0;0;0
;2023;C0304RJTEC;5200504020;32;16 Contas Adobe Photoshop para os Setores.;0;0;0;0;41580;0;0;0;0;0;0;0
;2023;C0304RJTEC;5200504020;33;2 Contas Sketchup Studio V-Ray para os setores.;0;8163;0;0;0;0;0;0;0;0;0;0
;2023;C0600RSDIR;5200504019;30;Envio e coleta materiais diretoria;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0304RJTEC;5200504020;34;14 Contas Sketchup PRO para os setores.;0;24440;0;0;0;0;0;0;0;0;0;0
;2023;C0304RJTEC;5200504020;35;9 Contas Corel Draw para os Setores;0;0;0;0;15120;0;0;0;0;0;0;0
;2023;C0304RJTEC;5200504020;36;1 Acesso de Gerenciamento para o Pipefy;220;220;220;220;220;220;220;220;220;220;220;220
;2023;C0304RJTEC;5200504025;30;Equipe de Atendimento Nível 1 localizada em SP.;8781;0;0;8781;0;0;8781;0;0;9220;0;0
;2023;C0042SPPRC;5200503006;00;;0;0;500;0;500;0;500;0;500;0;0;0
;2023;C0042SPPRC;5200503013;00;;150;150;150;150;150;150;150;150;150;150;150;150
;2023;C0304RJTER;5200503001;30;Orçamento Viagens;206;206;206;206;206;205;205;205;205;205;205;205
;2023;C0304RJTER;5200503005;30;Orçamento de condução, lanches e refeições;445;445;445;445;445;445;445;445;445;445;445;445
;2023;C0304RJTER;5200503008;00;;10;10;10;10;10;10;10;10;10;10;10;10
;2023;C0304RJTER;5200504019;30;Orçamento Frete;5;5;5;5;5;5;5;5;5;5;5;5
;2023;C0304RJTER;5200504020;30;Orçamento Pipefy;44;44;44;44;44;44;44;44;44;44;44;44
;2023;C0304RJTER;5200502005;00;;45;45;45;45;45;45;45;45;45;45;45;45
;2023;C0304RJTER;5200504020;31;Orçamento Economapas;44;44;44;44;44;44;44;44;44;44;44;44
;2023;C0042COSIS;5200503001;30;Viagens Diversas;654;654;654;654;654;654;654;654;654;654;654;654
;2023;C0042COSIS;5200504002;30;Vouchers Ifood;0;0;0;0;0;0;0;0;0;0;15000;0
;2023;C0042COCSL;5200504002;30;Avaliação e Alinhamento Governança;0;0;0;0;0;0;0;0;0;0;200000;0
;2023;C0304MKTLV;5200503005;30;Despesas com deslocamento da equipe em visitas técnicas e eventos.;584;584;584;584;584;584;584;584;584;584;584;584
;2023;C0304MKTLV;5200503005;31;Café da manhã equipe Incorporação + Produto + MKT;233;233;233;233;233;233;233;233;233;233;233;233
;2023;C0304RJINC;5200503002;30;Materiais Gerais;15;15;15;15;15;15;15;15;15;15;15;15
;2023;C0304RJINC;5200503005;30;Uber para ida em terrenos e convenções - 650 reais/mês\nCafé da manhã trimestral solicitado pelo Alain - 150/mês;381;381;381;381;381;381;381;381;381;381;381;381
;2023;C0304RJINC;5200504019;30;Envio de documentações SP;3;3;3;3;3;3;3;3;3;3;3;3
;2023;C0219EQRHV;5200502004;00;;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
;2023;C0275RHUVH;5200503016;00;Assinatura do Sindicato no Contrato e distrato + Anuidade CRECI;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000
;2023;C0219EQRHV;5200503016;00;Taxa de Assinatura de Contrato - Sindicato - 300,00 por Associado , Distrato 200,00 por Associado;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000
;2023;C0042SPESG;5200502005;00;despesas com copiadora;2000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219SLCPR;5200501001;00;Estacionamento Autonomos;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000
;2023;C0275RHUVH;5200410004;00;Brindes, dia das maes, pais e dia do corretor. Land page e anuncio patrocinado, brinde fim de ano !;30000;4000;4000;18700;4000;8700;20000;64000;18000;4000;4000;220000
;2023;C0042SPMAL;5200504012;30;semana do meio ambiente e final de ano;0;0;2000;0;0;3000;0;0;0;0;0;15000
;2023;C0219SLRHV;5200410004;00;Brinde dia das maes : 35,00 por corretor total ( 17.5), Brinde dia dos 35,00 (17.5 )por corretor e dia do Corretor R$ 80,00 por pessoa 98k = 131k\nPagar\n Land Page 7k mes - 84 \nAssinatura CANVA - 500,00 ano;18000;18000;18000;18000;18000;18000;18000;18000;18000;18000;18000;18000
;2023;C0219SLSEV;5200503005;30;Reembolso almoços parceiros - R$ 650 em Março, Junho e Setembro.\nUber - R$ 150 mensal.;150;150;800;150;150;800;150;150;800;150;150;150
;2023;C0042SPMAL;5200503011;00;;0;0;4000;0;0;0;0;300;0;0;0;0
;2023;C0042SPMAL;5200504010;00;;150;150;150;150;150;150;150;150;150;150;150;150
;2023;C0219RJJUR;5200502005;00;;10;10;10;10;10;10;10;10;10;10;10;10
;2023;C0304RJJUM;5200502005;00;;42;42;42;42;42;42;42;42;42;42;42;42
;2023;C0600RSAPO;5200502004;00;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
;2023;C0219RJJUR;5200503005;30;transporte de uber;200;200;200;200;200;200;200;200;200;200;200;200
;2023;C0600RSAPO;5200503009;00;Headset e tiara recepção\n2 telas computador para recepção;350;350;350;350;350;350;350;350;350;350;350;350
;2023;C0600RSAPO;5200503011;00;Uniformes equipe (recepção e copa) troca nas estações;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
;2023;C0600RSAPO;5200504019;30;Entregas e coletas com motobo;300;300;300;300;300;300;300;300;300;300;300;300
;2023;C0042EQLVZ;5200503002;30;materias a serem utilizados pela equipe;720;720;720;720;720;720;720;720;720;720;720;720
;2023;C0042EQLVZ;5200503005;30;custo de deslocamento para visitas as obras e concorrencia;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000
;2023;C0219RSTIV;5200504010;00;UPS SUL\nNobreak Manutenção (Janeiro 1500,00 + Julho 1500,00);1500;0;0;0;0;0;1500;0;0;0;0;0
;2023;C0600RSAPO;5200503002;30;Material expediente para a equipe;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0600RSAPO;5200503005;30;Gastos com deslocamento;800;800;800;800;800;800;800;800;800;800;800;800
;2023;C0219RJTEC;5200503009;00;Mouse: R$ 2.000,00 em Janeiro\nTeclado: R$ 650,00 em Janeiro\nHeadfone: R$ 2.700,00 em Março\nHD/ SSD: \R$ 2.000,00 em Maio\nUp Grade de memória: R$ 1.600,00 em Maio\nAdaptador Monitor: R$ 375,00 em Março\nBateria p/ Notebook: R$ 1.800,00 em Abril\nCarregador p/ Notebook: R$ 2.000,00 em Abril\nItens Diversos: R$ 150,00 mensal;2800;150;3225;3950;3750;150;150;150;150;150;150;150
;2023;C3099CORHU;5200209001;00;;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000
;2023;C0221DPADM;5200208006;30;Plano Estratégico;0;20000;0;0;0;0;0;0;0;0;20000;0
;2023;C0221GERLC;5200208008;30;Orçamento para ações de clima da área de Relacionamento;0;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;10000
;2023;C0221GERLC;5200503005;30;Custos com deslocamento via Uber;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C3099RHUVZ;5200503011;00;;100000;0;0;0;0;0;100000;0;0;0;0;0
;2023;C0221GERLC;5200504012;30;Evento de planejamento com a liderança da diretoria do Celso;50000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0221DPADM;5200208006;31;treinamento em comunicação;0;25000;25000;25000;25000;0;0;0;0;0;0;0
;2023;C0221DPADM;5200503005;30;uber e coffee e refeições a noite;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
;2023;C0221EQSSE;5200503003;00;;200;200;200;200;200;200;200;200;200;200;200;200
;2023;C0221DPADM;5200504002;30;Pagamento para o prestador de serviços de Medicina Ocupacional.;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
;2023;C0221DPADM;5200504002;31;Consultoria para desenvolvimento do sistema;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
;2023;C0221DPADM;5200504002;32;Consultoria de E-social;0;0;0;40000;40000;40000;0;0;0;0;0;0
;2023;C0221DPADM;5200504002;33;Sistema de Ponto Eletrônico;0;0;13000;13000;13000;13000;13000;13000;13000;13000;13000;13000
;2023;C0221DPADM;5200504002;34;novo sistema de admissão;0;0;0;25000;25000;25000;25000;25000;25000;25000;25000;25000
;2023;C0221DPADM;5200504020;30;sistema de chamados;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000
;2023;C0042BLJUR;5200503001;30;VIAGENS E WORKSHOP;70;70;70;70;70;70;70;70;70;70;70;70
;2023;C0042BLJUR;5200503005;30;Viagens e reuniões;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0304RJJUR;5200503001;30;VIAGENS E REUNIÕES;75;75;75;75;75;75;75;75;75;75;75;75
;2023;C0304RJJUR;5200503005;30;Viagens e reuniões;30;30;30;30;30;30;30;30;30;30;30;30
;2023;C0600RSTER;5200503005;30;visitas terrenos e almoço com fornecedores;600;600;600;600;600;600;600;600;600;600;600;600
;2023;C0219SLDVD;5200410004;00;Conecta: R$ 1294,00 por pessoa em Julho (R$ 22 mil) Total: 17 pessoas (5 Superintendentes, Marcel, 2 Gerentes comerciais, 1 E Busineess). Evento mkt digital - R$ 12.800 (4 pessoas - Aloisio, Priscila, Isabella e Matheus)\nCusto passagens e hospedagens associados nos eventos - R$ 2360 (custo Priscilla) + R$ 39.914,00 = R$ 42.274,00;0;0;0;0;0;0;76274;0;0;0;0;0
;2023;C0304RJRHU;5200502005;00;;71;71;71;71;71;71;71;71;71;71;71;71
;2023;C2546RSPLO;5200503002;30;MATERIAL DE ESCRITÓRIO PARA EQUIPE;250;250;250;250;250;250;250;250;250;250;250;250
;2023;C2546RSPLO;5200503005;30;IDA DA EQUIPE PARA OBRA 2x POR MÊS;790;790;790;790;790;790;790;790;790;790;790;790
;2023;C2546RSPLO;5200504012;30;REUNIOES DE COCKPIT;450;450;450;450;450;450;450;450;450;450;450;450
;2023;C0042COMON;5200502005;00;Cartas para programa de talentos.;0;0;0;0;500;0;0;0;0;500;0;0
;2023;C0219RJAES;5200503003;00;Chaveiro: R$ 100,00  a cada 2 meses (Fevereiro e Agosto)\nCartão de Visita: R$ 280,00 em Março;0;100;280;0;0;0;0;100;0;0;0;0
;2023;C0219RJAES;5200504021;00;Coroa de flores: R$ 600,00 em Maio.;0;0;0;0;600;0;0;0;0;0;0;0
;2023;C0042ITAMB;5200503009;00;Trafo Sobre Salente - R$ 2.500\nCompra de cadeiras - R$ 45.000;47500;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219SLCEI;5200502001;00;;9700;9700;9700;9700;9700;9700;9700;9700;9700;9700;9700;9700
;2023;C0042ITAMB;5200504010;00;Atlas - Mnt Elevador - R$ 4.622\nMv - Mnt Subestção de Energia - R$ 7.500\nConab - Mnt Prev Bombas - R$ 910\nLRA - Mnt Sist Contra Incêndio - R$ 700\nTechBarras - Mnt Preve BusWay - R$ 14.000\nInterface - Mnt Preventiva QGBT - R$ 7.000;6232;27032;5532;6232;5532;5532;6232;13446;12946;6646;5946;5946
;2023;C0600RSIMP;5200503009;00;COMPRA DE TECLADO, MOUSE, FITA DA ETIQUETADORA, CABOS, PENDRIVES, FITAS DE BACKUP ETC;2367;2367;2367;2367;2367;2367;2367;2367;2367;2367;2367;2367
;2023;C0600RSTER;5200503002;30;material para montagem de propostas;200;200;200;200;200;200;200;200;200;200;200;200
;2023;C0219SLCEI;5200502007;00;MAterial limpeza e consumo 2.500 - Limpeza carpete Janeiro e junho 3.800;4400;2500;2500;2500;2500;4400;2500;2500;2500;2500;2500;2500
;2023;C0219SLCEI;5200505002;00;;29000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219RJAES;5200504010;00;Manut. Ar Condicionado: R$ 1.667,00 mensal. A partir de Out. R$ 1.784,00 /Limpeza e Higienização do Duto do ar-condicionado: R$ 2.520,00 em Janeiro e Julho /Peças Ar-Condicionado: R$ 1.500,00 em Janeiro e Junho /Gás Ar-cond: R$ 1.500,00 em Janeiro e Junho /Serviço Extra Emergencial Ar-condicionado: R$ 683,00 em Fevereiro /Manutenção das Cadeiras (Troca de Peças): R$ 4.963,00 em Abril/ Manutenção do Sistema de Incêndio: R$ 263,00 mensal /Manutenção da Porta de Acesso: R$ 3.500,00 em Fevereiro;7449;6112;1929;6892;1929;4929;4449;1929;1929;2046;2046;2046
;2023;C0219RJAES;5200503008;00;Despesas extras com cartório 15: R$ 70,00 a cada 4 meses (Janeiro, Maio, Setembro) (autenticações, reconhecimento de firma e etc.);70;0;0;0;70;0;0;0;70;0;0;0
;2023;C0304RJJUM;5200503008;00;;42;42;42;42;42;42;42;42;42;42;42;42
;2023;C0219RJAES;5200503009;00;Imobilizado de pequeno valor: R$ 120,00 mensal.\nMicroondas: R$ 900,00 em Abril.;120;120;470;1020;120;120;120;120;120;120;120;120
;2023;C0219RJAES;5200503011;00;Uniforme recepção.;0;0;0;0;2835;0;0;0;0;0;0;0
;2023;C0219RJAES;5200503016;00;Despesas com o Creci do Marcel : R$ 781,00 em Fevereiro \ndespesas com o CRECI da Seller: R$ 1.562,00 em Fevereiro;0;2343;0;0;0;0;0;0;0;0;0;0
;2023;C0219SPBUS;5200503001;30;Obs: Estadia em Campinas - 2 diárias/ano. Diaria = R$400,00;0;0;0;400;0;0;0;0;400;0;0;0
;2023;C3216CSAES;5200501003;00;P10 - Materiais diversos - R$ 700\nPj / P10 - materiais elétrica - R$ 700\nDisparcon - Materiais Ar Condicionado - R$ 700\nKey World - Chaveiro e Carimbos - R$ 300;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400
;2023;C0042EQINL;5200208006;30;Obs: Treinamentos e cursos específicos da área\nR$3.000 por analista\nR$5.000 para coordenador;0;0;10000;0;0;0;0;10000;0;0;0;0
;2023;C0219SPBUS;5200503002;30;R$5/pessoa/mes;35;35;35;35;35;35;35;35;35;35;35;35
;2023;C0219SPBUS;5200503005;30;R$400/pessoa/mes;2800;2800;2800;2800;2800;2800;2800;2800;2800;2800;2800;2800
;2023;C0042EQINL;5200410004;00;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;600;600;600;15600;600;600;600;600;15600;600;600;600
;2023;C0042SPMKC;5200208006;30;Obs: Treinamentos e cursos específicos da área\nR$3.000 por analista\nR$5.000 para coordenador;0;0;10000;0;0;0;0;10000;0;0;0;0
;2023;C0042SPMKC;5200410004;00;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;600;600;15600;600;600;600;600;600;15600;600;600;600
;2023;C0042SPMKC;5200503002;30;R$5/pessoa/mes;30;30;30;30;30;30;30;30;30;30;30;30
;2023;C0042SPMKC;5200503005;30;R$400/pessoa/mes;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400
;2023;C0042EQINL;5200503001;30;Obs: Estadia em Campinas - 10 diárias/ano. Diaria = R$400,00;0;0;0;4000;0;0;0;0;0;0;0;0
;2023;C0042EQINL;5200503002;30;R$5/pessoa/mes;30;30;30;30;30;30;30;30;30;30;30;30
;2023;C0042EQINL;5200503005;30;R$600/pessoa/mes;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600;3600
;2023;C0219SPBUS;5200208006;30;Obs: Treinamentos e cursos específicos da área\nR$3.000 por analista\nR$5.000 para coordenador;0;0;10000;0;0;0;0;15000;0;0;0;0
;2023;C0042SOCMD;5200410004;00;Obs:\nLicença nova ferramenta = 100/mes/pessoa;200;200;200;200;200;200;200;200;200;200;200;200
;2023;C0042SOCMD;5200208006;30;Obs: Treinamentos e cursos específicos da área\nR$3.000 por analista\nR$5.000 para coordenador;0;0;3000;0;0;0;0;3000;0;0;0;0
;2023;C0042SOCMD;5200503001;30;Obs: Estadia em Campinas - 4 diárias/ano. Diaria = R$400,00;0;0;0;800;0;0;0;800;0;0;0;0
;2023;C0042SOCMD;5200503002;30;R$5/pessoa/mes;10;10;10;10;10;10;10;10;10;10;10;10
;2023;C0042SOCMD;5200503005;30;R$800/pessoa/mes;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600
;2023;C0221GESUP;5200503005;30;café da manhã equipes nas reuniões departamento;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0221GESUP;5200504012;30;Evento anual de toda engenharia Brasil;165000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0221GESUP;5200504020;30;Plataforma de homologação de fornecedores;60000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0221GESUP;5200504020;31;Portal de Suprimentos, operação geral;45000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0221GESUP;5200504020;32;Plataforma de gestão de demandas;22000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0304RJCAR;5200503005;30;Lanches, Uber e outro;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C0221EQSDE;5200503002;30;Previsão de Despesa itens de escritório, por exemplo: troca de bateria do notebook. Considerando que a ultima troca de bateria de notebook custou R$ 538,10. Estimamos um custo anual de R$ 3600,00, sendo R$ 300,00/mês.;300;300;300;300;300;300;300;300;300;300;300;300
;2023;C0219SLCEI;5200503003;00;Chaveiro, Selos estacionamento, carimbos;200;200;200;200;200;200;200;200;200;200;200;200
;2023;C0221EQSDE;5200503005;30;"Despesa prevista para colaborador que trabalhar a partir das 20h, consideramos um valor de R$ 350,00 ao mês (12 meses = R$ 4.200,00) ano. Reembolso de taxi, lanches e refeições durante as horas extras,\nDespesa de mobilidades R$ 834,00 ao mês (12 meses = 10.008,00) ano com visitas a fornecedores, terrenos, stands, decorados, etc.\n";1184;1184;1184;1184;1184;1184;1184;1184;1184;1184;1184;1184
;2023;C0221EQSDE;5200504012;30;Mensalmente, fazemos nossa reunião de time (7 pessoas) e estamos considerando um coffebreak no valor total de R$ 40,10/pessoa = R$ 280,67 ao mês (12 meses = R$ 3.368,00).\nEvento Premiação de Fornecedores "Top 10", no valor total de R$ 10.000,00.;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114
;2023;C0219SLCEI;5200503016;00;;0;0;0;3000;0;0;0;0;0;0;0;0
;2023;C0304RJCAR;5200504020;30;Valor estimado de 220/mês por usuário - Valor informado pelo Matheus Aragão.\nUsuário: 2;440;440;440;440;440;440;440;440;440;440;440;440
;2023;C0304RJCAR;5200504020;31;Valor de 82,49/mês por usuário - Valor informado pelo Projeto dos Estagiários.\nUsuário: 1;83;83;83;83;83;83;83;83;83;83;83;83
;2023;C0042COCOB;5200502004;00;Despesas com documentos recebidos e enviados a cliente;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C3216CSAES;5200502007;00;BrSupply - Materiais de Higiene - R$ 4.000\nArthur Flego - Materiais diversos - R$ 1.000\nMas Predial - Dedetização - R$ 800\nConforlab - Análise e qualidade do Ar - R$ 1.000\nConforlab - Análise e qualidade da água - R$ 800;5000;5000;5800;5800;6000;5000;5000;5800;5800;5000;6000;5800
;2023;C0600SCAES;5200502003;30;Comunicações (Telefone, Assinaturas;157;157;157;157;157;157;157;157;157;157;157;157
;2023;C0042COCOB;5200503003;00;;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0304RJPRD;5200503005;30;Locomoção para visitas as obras, PDVs e concorrentes;1250;1250;1250;1250;1250;1250;1250;1250;1250;1250;1250;1250
;2023;C0304RJPRD;5200504019;30;utilização do motoboy da empresa para colher assinaturas de projetistas;34;34;34;34;34;34;34;34;34;34;34;34
;2023;C0600SCAES;5200504006;30;Segurança e Vigilância;162;162;162;162;162;162;162;162;162;162;162;162
;2023;C0304RJCAR;5200208008;30;Auxílio Creche - Priscila Moraes;0;0;350;350;350;350;350;350;0;0;0;0
