ano;centroCusto;classeCusto;idDetalhe;descr;m01;m02;m03;m04;m05;m06;m07;m08;m09;m10;m11;m12
2018;C0042SPREP;5200208013;;;0;0;96000;0;0;0;0;0;0;0;0;0
2018;C0042SPREP;5200502003;30;Comunicações (Telefone, Assinaturas digi;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500
2018;C0042SPREP;5200502004;;;90;90;90;90;90;90;90;90;90;90;90;90
2018;C0042SPREP;5200503003;;;90;90;90;90;90;90;90;90;90;90;90;90
2018;C0042SPREP;5200503008;;;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
2018;C0042SPREP;5200504019;30;Politica de transferência;0;0;15000;0;0;0;0;0;0;0;0;0
2018;C0042SPTEC;5200502003;30;Celular - Alcir Mordão Magro;63;63;63;63;63;63;63;63;63;63;63;63
2018;C0042SPTEC;5200502003;31;Ramal - Alcir Mordão Magro;40;40;40;40;40;40;40;40;40;40;40;40
2018;C0042SPTEC;5200502004;;;50;0;0;50;0;0;50;0;0;50;0;0
2018;C0042SPTEC;5200503002;30;Fitas para Backup, Midias de CD/DVD, Mouse/Teclado, ChipCelular, Materiais diversos;750;750;750;750;750;750;750;750;750;750;750;750
2018;C0042SPTEC;5200503005;30;Condução e lanches;100;100;100;100;100;100;100;100;100;100;100;100
2018;C0042SPTEC;5200504010;;Siemens Manutenção Switch, Mão-de-Obra esporádica, Bateria/Fonte p Notes;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400
2018;C0042SPTEC;5200504018;;Armazenamento de Fitas de Backup;860;860;860;860;860;860;860;860;860;860;860;860
2018;C0042SUVEN;5200502004;;Orçamento para envio de contrato + book para loteamento;30;30;30;30;30;30;30;30;30;30;30;30
2018;C0042SUVEN;5200504002;30;Transporte dos valores de ato para o banco por uma empresa especializada;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000
2018;C0042SUVEN;5200504010;;Manutenção Chancela;0;0;0;0;0;0;1500;0;0;0;0;0
2018;C0042SUVEN;5200504018;;Custo com DmDocs (822,00) + Iron Mountain (guarda física);3822;3822;3822;3822;3822;3822;3822;3822;3822;3822;3822;3822
2018;C0217CORHU;5200209002;;;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000
2018;C0217CORHU;5200502003;30;Gerente;100;100;100;100;100;100;100;100;100;100;100;100
2018;C0217CORHU;5200502004;;;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
2018;C0217CORHU;5200502005;;;3200;3200;3200;3200;3200;3200;3200;3200;3200;3200;3200;3200
2018;C0217CORHU;5200503003;;;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300
2018;C0217CORHU;5200503008;;;500;500;500;500;500;500;500;500;500;500;500;500
2018;C0217CORHU;5200504002;30;Empresa responsável pela área de medicina da empresa;36000;36000;36000;36000;36000;36000;36000;36000;36000;36000;36000;36000
2018;C0217CORHU;5200504002;31;Empresa responsável pela elaboração do arquivo e transmissão de todas as Sefip's sem movimento;2600;2600;2600;2600;2600;2600;2600;2600;2600;2600;2600;2600
2018;C0217CORHU;5200504002;32;Aprendizes alocados na Caçapava;158000;158000;158000;158000;158000;158000;158000;158000;158000;158000;158000;158000
2018;C0217CORHU;5200504002;33;Aprendizes alocados na caçapava;70000;70000;70000;70000;70000;70000;70000;70000;70000;70000;70000;70000
2018;C0217CORHU;5200504008;;1.300,00 impressoras\n8.735,00 servidores LocalWeb;10035;10035;10035;10035;10035;10035;10035;10035;10035;10035;10035;10035
2018;C0217CORHU;5200504010;;Dimep - 7.000,00;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000
2018;C0217CORHU;5200504018;;;250;250;250;250;250;250;250;250;250;250;250;250
2018;C0217CORHU;5200504020;30;Reajuste 9%\nLicenças do Módulo de Folha incluídos no faturamento de obra;15694;15694;15694;15694;15694;15694;15694;15694;15694;15694;15694;15694
2018;C0217CORHU;5200504020;31;Reajuste 10%\nLicença Software custo considerado no faturamento das obras.;242;242;242;242;242;242;242;242;242;242;242;242
2018;C0217RJAPT;5200209001;;PRESTMO, BISAGGIO, CREA;13000;13000;13000;13000;13000;13000;13000;15000;13090;13000;13000;13000
2018;C0217RJAPT;5200502003;30;CLARO;300;300;300;300;300;300;300;300;300;300;300;300
2018;C0217RJAPT;5200502004;;TELEGRAMA - AGF LA PLAYA;125;125;125;125;125;125;125;125;125;125;125;125
2018;C0217RJAPT;5200503002;30;MAXPEL;0;0;0;700;0;0;0;0;0;0;0;0
2018;C0217RJAPT;5200503016;;SECONCI, PLANO DE SAÚDE SINDICATO, HOMOLOGAÇÃO;25684;25684;25684;25684;25684;25684;25684;25684;25684;25684;25684;25684
2018;C0217RJAPT;5200504002;30;ASSISTÊNCIA TECNICA;792;792;792;792;792;792;792;792;792;792;792;792
2018;C0217RJAPT;5200504002;31;FORMAÇÃO DE APRENDIZES;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
2018;C0217RJAPT;5200504002;32;FORMAÇÃO APRENDIZES;2465;2465;2465;2465;2465;2465;2465;2465;2465;2465;2465;2465
2018;C0217RJAPT;5200504002;33;FORMAÇÃO ESTAGIARIOS;1254;1254;1254;1254;1254;1254;1254;1254;1254;1254;1254;1254
2018;C0217RJAPT;5200504009;;AMBULANCIA EXPRESS REMOÇÕES;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900
2018;C0219COJVD;5200201002;;;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050
2018;C0219COJVD;5200208008;30;Ref. Nascimento filho Maria e Yeda;0;0;344;344;344;344;344;688;344;344;344;344
2018;C0219DUVEN;5200502003;30;Regiane;100;100;100;100;100;100;100;100;100;100;100;100
2018;C0219DUVEN;5200503005;30;km regiane e Halhine;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100
2018;C0219EQRHS;5200208008;30;Valores: \nRS: R$ 30,00 x 70 = R$ 2.100,00\nPR: R$ 50,00 x 20 = R$ 1.000,00\nSC: R$ 50,00 x 5 = R$ 250,00;0;0;0;0;3350;0;0;0;0;0;0;0
2018;C0219EQRHS;5200208008;31;Valores: \nFalecimento - R$ Coroa de Flores: R$ 900,00;0;0;0;0;0;0;900;0;0;0;0;0
2018;C0219EQRHS;5200208008;32;Corrida Noturna patrocinada pela Cyrela Goldsztein, que ocorre em março e setembro, na qual colaboradores e autônomos participam.;0;0;1500;0;0;0;0;0;1500;0;0;0
2018;C0219EQRHS;5200208008;33;Kelen - 6 meses\nCristiane - 4 meses\nvalor 344\nKarine - 344,00 (6 meses);688;688;688;688;344;688;344;344;344;344;344;0
2018;C0219EQRHS;5200208008;34;brinde final de ano - R$ 35 * 16;0;0;0;0;0;0;0;0;0;0;0;560
2018;C0219EQRHS;5200209001;;Tecnorisk:\nR$ 11,00 - pesquisa\nR$ 12,00 - detalhamentos\nRS: 12 pesq + 2 det = R$ 156,00 (mês) \nPR: 2 pesq + 1 det (a cada 2 meses) = R$ 34,00 e R$ 22,00 (mês)\nTotal Ano: R$ 2.208,00\n\nExames\nRS: 10 x R$ 35,00 (5 Adm + 5 Dem) = R$ 350,00 (ano)\nPR: 4 x R$ 40,00 (2 Adm + 2 Dem) = R$ 160 (ano)\nSC: 1 Dem x R$ 30 = R$ 30 (ano)\nTotal Ano: R$ 540\nCrachás: \nR$ 23,00\nRS: 6 x R$ 23 = R$ 138 (mês)\nPR: 2 x R$ 23,00 = R$ 46 (mês)\nTotal Ano: R$ 2.208,00\nR$ 15.960 - reg contratos de corretores;16334;362;374;362;374;902;374;362;374;362;374;362
2018;C0219EQRHS;5200504005;;ESPRO - 1 Aprendiz\nCusto Mensal: R$ 170,00;170;170;170;170;170;170;170;170;170;170;170;170
2018;C0219EQRHS;5200504012;30;RS: Trimestral\nAuditório: R$ 500,00\nCoffee: R$ 14,00 (Fornec. Bendito Gosto) x 80 = 1.120,00\n\nPR: Mensal\nCoffee: R$ 16,00 (Fornec. Coffee Break da Cheff) x 20 + R$ 80,00 (taxa entrega) = R$ 400,00;400;400;2020;400;400;2020;400;400;2020;400;400;2020
2018;C0219EQRHS;5200504012;31;Bimestral\nRS: R$14,00 x 6 = R$ 84,00\nPR: R$ 16,00 x 2 =  R$ 32,00\nTotal Anual: R$ 696,00;0;116;0;116;0;116;0;116;0;116;0;116
2018;C0219EQRHS;5200504012;32;Dia do Corretor: R$ 20,00 p/corretor\nRS: 90 - R$ 1.800,00\nPR: 25 - R$ 500,00\nSC: 4 - R$ 2.300,00\nTotal: R$ 5.950,00;0;0;0;0;0;0;0;2300;0;0;0;0
2018;C0219EQRHS;5200504012;33;RS: 2\nAuditório: R$ 500,00\nCoffee: R$ 14,00 (Fornec. Bendito Gosto) x 80 = 1.220,00\n\nPR: 1\nAuditório: R$ 1.200\nCoffee: R$ 16,00 (Fornec. Coffee Break da Cheff) x 20 + R$ 80,00 (taxa entrega) = R$ 400,00\n\nSC: \nSala Externa: R$ 500\nCoffee: 14 x 10 pessoas = R$ 140,00;0;0;0;0;0;1620;0;0;0;0;0;3860
2018;C0219EQRHV;5200208008;30;Bolo aniversariantes - R$ 260,00/m= R$ 3.120/ano;260;260;260;260;260;260;260;260;260;260;260;260
2018;C0219EQRHV;5200208008;31;Quick Massage;250;250;250;250;250;250;250;250;250;250;250;250
2018;C0219EQRHV;5200208008;32;Máq Lanches - previsão estouro;350;0;0;0;0;350;0;0;0;0;0;0
2018;C0219EQRHV;5200208008;33;Coroa de Flores = 3;1050;0;0;0;0;0;0;0;0;0;0;0
2018;C0219EQRHV;5200209001;;Pesquisa Tecnorisk: R$ 11,00 x 600p = R$ 6600 + Pesquisa avançada R$ 12,00 x 50p = R$ 600 = R$ 7.200/ano\nArt Cards: crachá ident: R$ 6,30 x 500p = R$ 3150 + cartão acesso: R$ 13,80 x 500p = R$ 6900 + cordão: R$ 2,10 x 200p = R$ 420 = R$ 10.470\nExames DP - R$ 7,00 pessoa x 50p = R$ 350/ano\nRegistro contrato dos corretores: R$ 60.200;1502;1502;1502;1502;1502;61702;1502;1502;1502;1502;1502;1502
2018;C0219EQRHV;5200502003;30;2 ramais;80;80;80;80;80;80;80;80;80;80;80;80
2018;C0219EQRHV;5200502004;;Correios - envio de telegramas descredenciados SP;400;400;400;400;400;400;400;400;400;400;400;400
2018;C0219EQRHV;5200503005;30;Reembolsos KM e Táxi -visita plantões SP;125;125;125;125;125;125;125;125;125;125;125;125
2018;C0219EQRHV;5200504005;;anúncio facebook para recrutamento corretores;500;0;500;0;500;0;500;0;0;0;0;0
2018;C0219EQRHV;5200504009;;Locação para tour nos empreendimentos - 5x ano = 1.100;1100;0;1100;0;1100;0;1100;0;1100;0;0;0
2018;C0219EQRHV;5200504012;30;Giro Seller - 1 por mês ( 40 pessoas cada) - R$ 13,00 custo ind = R$ 6.240/ano;520;520;520;520;520;520;520;520;520;520;520;520
2018;C0219EQRHV;5200504012;31;Dia Corretor - 400 pessoas - R$ 15,00 custo ind coffee = R$ 6.000.;0;0;0;0;0;0;0;6000;0;0;0;0
2018;C0219EQRHV;5200504012;32;Tour Produtos - lanche - R$ 13,00 x 150 = R$ 1.950;0;325;0;325;0;325;0;325;0;325;0;325
2018;C0219EQRHV;5200504012;33;Palestras Divs: 3 locação de 1/2 auditório FL = R$ 2300 cada = R$ 6.900/ano;0;0;2300;0;2300;0;2300;0;0;0;0;0
2018;C0219EQRHV;5200504012;34;4 Reuniões com BO - coffee - R$ 13,00 cada = R$ 2340/ano;0;585;0;0;585;0;0;585;0;0;585;0
2018;C0219EQTIV;5200502003;30;Telefonia Fixa CAMPINAS;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500
2018;C0219EQTIV;5200502003;31;VPN IP - CAMPINAS (acumulado em janeiro despesas nao pagas de 2016)\nReajuste em Agosto;2191;2191;2191;2191;2191;2191;2191;2430;2430;2430;2430;2430
2018;C0219EQTIV;5200502003;32;14 supervisores x R$ 63\n35 coordenadores x R$ 70\n32 gerentes x R$ 100\n4 superintendentes x R$ 250\n23 Backup = R$ 377,00\n**Conforme política\n***Orçamento com base em gastos em 2017, por isso está inferior ao valor da política.;6800;6800;6800;6800;6800;6800;6800;6800;6800;6800;6800;6800
2018;C0219EQTIV;5200502003;33;WIFI - SÃO PAULO;554;554;554;554;554;609;609;609;609;609;609;609
2018;C0219EQTIV;5200502003;34;São Paulo - autônomos\n140 ramais x R$ 40,00 - política;5600;5600;5600;5600;5600;5600;5600;5600;5600;5600;5600;5600
2018;C0219EQTIV;5200502003;35;Manutenção Central telefonia fixa;812;812;812;812;812;812;812;812;812;812;812;812
2018;C0219EQTIV;5200503005;30;Taxi, Uber;100;100;100;100;100;100;100;100;100;100;100;100
2018;C0219EQTIV;5200504008;;Locação Impressora SP - R$ 2.310,00 (reajuste de 5% em Set) / Cópia e impressões - R$ 6.963,00\nFornecedor: Solution;9280;9280;9280;9280;9280;9280;9280;9280;9395;9395;9395;9395
2018;C0219EQTIV;5200504010;;Manutenção de equipamentos de TI (Wifi,Notebook,Computador) Seller SP TI Vendas;250;250;250;250;250;250;250;250;250;250;250;250
2018;C0219EQTIV;5200504020;30;Licença para sistema de oferta SP;550;550;550;550;550;550;550;550;550;550;550;550
2018;C0219EQTIV;5200504020;31;MOBI - CHAT (SP, Campinas, Jundiaí, Praças da Cidade e Taubaté);2097;2097;2097;2097;2097;2097;2097;2097;2097;2097;2097;2097
2018;C0219EQTIV;5200504020;32;Manutenção / Desenvolvimento Conexão Seller;11148;11148;11148;11148;11148;11148;11148;11148;11148;11148;11148;11148
2018;C0219EQTIV;5200504020;33;Sustentação ASELLERA\nSão Paulo, Campinas e Jundiaí;5164;5164;5164;5164;5164;5164;5164;5164;5164;5164;5164;5164
2018;C0219EQTIV;5200504020;34;Sustentação CYRELA LIVING & CIA\nSão Paulo, Campinas e Jundiaí;5164;5164;5164;5164;5164;5164;5164;5164;5164;5164;5164;5164
2018;C0219EQTIV;5200504020;35;Email corretores\nValor cobrado em dólar - U$ 4,42 por licença - 684 licenças;0;0;0;0;0;0;0;128415;0;0;0;0
2018;C0219EQTIV;5200504020;36;São Paulo, Jundiaí e Campinas\n684 licenças;0;0;0;0;0;0;0;306182;0;0;0;0
2018;C0219EQTIV;5200504020;37;Licença de servidor Campinas;0;0;0;0;0;0;800;0;0;0;0;0
2018;C0219EQTIV;5200504020;38;Licença Uniflow - Gestão sobre quantidades de cópia/impressão por usuário.;663;663;663;663;663;663;663;663;663;663;663;663
2018;C0219RJAES;5200501001;;Condomínio da Seller/O valor inclui condomínio,fornecimento do gerador no condomínio + previsão de compra e manutenção de equipamentos da academia + recepcionista da academia);12820;12820;12820;12820;12820;12820;12820;13120;12820;12820;12820;12820
2018;C0219RJAES;5200501003;;Serviço de hidráulica, elétrica e civil\nMateriais elétricos: A cada 6 meses - Janeiro e Julho\nRecarga de extintor: Junho\nLimpeza da Caixa de Gordura: Janeiro;2750;650;650;650;650;1050;2750;650;650;650;650;650
2018;C0219RJAES;5200502001;;previsão reajuste anunciado de 40%;11200;11200;11200;11200;11200;11200;11200;11200;11200;11200;11200;11200
2018;C0219RJAES;5200502004;;;0;200;200;200;200;0;200;200;200;200;200;0
2018;C0219RJAES;5200502007;;Dedetização + Enxoval de banheiro\nLocação do aparelho de fio dental;3292;3292;3292;3292;3292;3292;3292;3292;3292;3292;3292;3292
2018;C0219RJAES;5200503002;30;Material de escritório/papel para impressoras/ Envelopes;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450
2018;C0219RJAES;5200503003;;Carimbos: Janeiro/ Maio/ Setembro\nChaveiro: a cada 4 meses (Janeiro/ Maio/ Setembro);120;0;0;0;120;0;0;0;120;0;0;0
2018;C0219RJAES;5200503004;30;copos de água/material de copa e cozinha + material de limpeza da copa + aluguel da maquina de café + material da máquina de café;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000
2018;C0219RJAES;5200503004;31;Troca do filtro e peças dos 3 purificadores: Em Janeiro/Maio/Setembro\nHigienização dos Purificadores: A cada 6 meses (Janeiro/Julho)\nCuadores p/ Máquina de Café Industrial: A cada 4 meses (Janeiro/Maio/Setembro)   \nÁgua (Reunião Geral): A cada 2 meses (Janeiro, Março, Maio, Julho, Setembro, Novembro)\nTroca de Peças e Manutenção da Máquina de Café Industrial - Cilíndrica: a cada 6 meses (Janeiro/Agosto);750;0;60;0;290;0;270;250;290;0;60;0
2018;C0219RJAES;5200503005;30;Despesa com uber e taxi.;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300
2018;C0219RJAES;5200503008;;autenticações, reconhecimento de firma, procurações;0;350;0;0;0;350;0;0;0;0;0;0
2018;C0219RJAES;5200503009;;;0;120;120;120;120;120;120;120;120;120;120;0
2018;C0219RJAES;5200503011;;uniformes para cada recepcionista em Jan e em Julho;1100;0;0;0;0;0;1100;0;0;0;0;0
2018;C0219RJAES;5200503016;;Creci do Marcel e da Seller;0;0;2061;0;0;0;0;0;0;0;0;0
2018;C0219RJAES;5200504002;30;Buscas Cartoriais;721;721;721;721;721;721;721;721;721;721;721;721
2018;C0219RJAES;5200504010;;Manutenção Ar Condicionado\nLimpeza e Higienização do Duto do ar-condicionado em Janeiro\nManutenção dos Aspiradores em Fevereiro  \nPeças Ar-Condicionado em Junho\nManutenção das Cadeiras (Troca de Peças) em Julho\nManutenção do Sistema de Incêndio;4008;3188;2508;2508;2508;4008;2508;2508;2508;2508;2508;2508
2018;C0219RJAES;5200504021;;Coroa de Flores;800;0;0;0;0;0;0;0;0;0;0;0
2018;C0219RJAES;5200505002;;IPTU com previsão de aumento base do IGPM;0;41000;0;0;0;0;0;0;0;0;0;0
2018;C0219RJAS2;5200501001;;Aluguel da Seller no Rio Mall;0;0;21573;0;0;21573;0;0;21573;0;0;21573
2018;C0219RJAS2;5200501003;;Serviço de manutenção Hidráulica/elétrica e Civil ( inclui os seguintes serviços da PO- Gerenciamento, Operacional, Administrativo, Suporte Manutenção, Reembolso de Combustível, Manutenção Volante)+ Peças para reparo + Recarga dos extintores;0;0;8765;0;0;8765;0;250;8765;0;0;8765
2018;C0219RJAS2;5200502001;;;0;0;14365;0;0;14365;0;0;14365;0;0;14365
2018;C0219RJAS2;5200502002;;;0;0;4294;0;0;4294;0;0;4294;0;0;4294
2018;C0219RJAS2;5200502003;30;Telefonia móvel.;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022
2018;C0219RJAS2;5200502003;31;Manutenção da central telefônica.;784;784;784;784;784;784;784;784;784;784;784;784
2018;C0219RJAS2;5200502003;32;Telefonia fixa, internet e equipamento da sede do Rio Mall;2240;2464;2464;2464;2464;2464;2464;2464;2464;2464;2464;2464
2018;C0219RJAS2;5200502003;33;Internet Wifi da sede do Rio Mall.;366;403;403;403;403;403;403;403;403;403;403;403
2018;C0219RJAS2;5200502007;;Dedetização /Material de Limpeza /Enxoval de banheiro;1416;1416;1416;1416;1416;1416;1416;1416;1416;1416;1416;1416
2018;C0219RJAS2;5200503002;30;Cópia e impressão da sede do Rio Mall.;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400
2018;C0219RJAS2;5200503004;30;Material copa e cozinha + Troca do Filtro;800;800;800;1050;800;800;800;800;800;1050;800;800
2018;C0219RJAS2;5200503009;;;150;0;2100;9000;0;1500;0;1500;0;0;0;1500
2018;C0219RJAS2;5200503016;;;0;0;0;0;0;0;2500;0;0;0;0;0
2018;C0219RJAS2;5200504006;30;Segurança armada.;27194;0;0;27194;0;0;27194;0;0;27194;0;0
2018;C0219RJAS2;5200504008;;;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433
2018;C0219RJAS2;5200504010;;MELHORIA DO SISTEMA DE CÂMERAS do Rio Mall - R$ 2.250,00 em Fevereiro.\nManutenção de ar condicionado na PO + Peças para o ar condicionado;570;3070;3027;570;570;3027;570;570;3027;570;570;3027
2018;C0219RJAS2;5200504020;30;Renovação da garantia do servidor do Rio Mall.;1969;0;0;0;0;0;0;0;0;0;0;0
2018;C0219RJAS2;5200504020;31;LICENÇA DO SERVIDOR TORRE NORTE - RATEADO C/ CYRELA SP;0;0;0;0;0;0;800;0;0;0;0;0
2018;C0219RJAS2;5200504021;;;2500;0;0;2500;0;0;2500;0;0;2500;0;0
2018;C0219RJBUS;5200503005;30;Uber / viagens / Seller x Barra;300;300;300;300;300;300;300;300;300;300;300;300
2018;C0219RJRHU;5200208008;30;Serviço de Shiatsu para Seller RJ;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
2018;C0219RJRHU;5200208008;31;Vacinação gripe. 220 doses (valor $ e nº dose igual 2017 - acrescido 8%);0;0;0;0;0;10692;0;0;0;0;0;0
2018;C0219RJRHU;5200208008;32;Brinde de final de ano: Em Dezembro para 30 pessoas (R$ 35,00 por pessoa)valor usado na ultima cesta;0;0;0;0;0;0;0;0;0;0;0;1050
2018;C0219RJRHU;5200209001;;1) Prestmo - rateio exames laboarais -R$ 134/mês\n2) Espro - agente integrador aprendiz - R$ 169/ mês\n3) Luxor - Pesquisa Criminal - R$ 167/ mês\n4) Crachá e cordinhas - R$ 2280 (janeiro e julho)\n5) despesas admissionais - 171,00 / mes (CIEE)\n6) Registro contrato dos corretores;72521;641;641;641;641;641;2921;641;641;641;641;641
2018;C0219RJRHU;5200503003;;R$ 1079 mural RH Lead\nR$ 203 cartão de visita back office / Marcel\nPlacas campeões R$ 432/mês;432;432;1511;635;432;432;432;432;432;432;432;432
2018;C0219RJRHU;5200503005;30;reembolso de pequenas despesas;100;0;0;100;0;0;0;0;0;0;0;0
2018;C0219RJRHU;5200503016;;SECOVI - R$ 200,00 (out). Taxa de contribuição sindicato Seller RJ\nART CREA - R$ 100,00 (out) - Taxa de Anotação de Responsabilidade Tecnica da Segurança do Trabalho da Seller RJ;0;0;0;0;0;0;0;0;0;300;0;0
2018;C0219RJRHU;5200504002;30;Serviço de assessoria juridica para homologação do Banco de Horas e PLR da Seller RJ;0;3630;3025;0;0;0;0;0;0;0;0;0
2018;C0219RJRHU;5200504012;30;Coffe break giro seller;0;500;500;500;500;500;500;500;500;500;500;0
2018;C0219RJRHU;5200504012;31;Dia das Mães  R$ 500,00 (maio);0;0;0;0;500;0;0;0;0;0;0;0
2018;C0219RJRHU;5200504012;32;Dia da Mulher - R$ 500  (março);0;0;500;0;0;0;0;0;0;0;0;0
2018;C0219RJRHU;5200504012;33;Dia dos Pais (R5 500) Agosto;0;0;0;0;0;0;0;500;0;0;0;0
2018;C0219RJRHU;5200504012;34;Ferias Cyrela - Contruibuição dada ao rh corporativo em função dos funiconarios CLTs;0;0;0;0;0;0;1000;0;0;0;0;0
2018;C0219RJRHU;5200504012;35;Coffee break dia dos corretor - R$ 3000 em agosto;0;0;0;0;0;0;0;3000;0;0;0;0
2018;C0219RJRHU;5200504012;36;Premio Seller RJ.;0;53000;0;0;0;0;0;0;0;0;0;0
2018;C0219RJRHU;5200504012;37;*Café da manhã com os campeões: R$ 228,00 mensal;228;228;228;228;228;228;228;228;228;228;228;228
2018;C0219RJRHU;5200504012;38;*Almoço dos campeões: R$ 1.500,00 (12 pessoas);1500;0;0;0;0;0;0;0;0;0;0;0
2018;C0219RJRHU;5200504012;39;*Café com cultura Backoffice: R$ 300,00 em Março (Falar da meta do ano, objetivos da empresa para o ano);0;0;300;0;0;0;0;0;0;0;0;0
2018;C0219RJRHU;5200504019;30;Tour pelos empreendimentos Giro Seller - Micro onibus - Tour de 5 horas;0;0;0;1750;0;0;1750;0;0;0;0;0
2018;C0219RJTEC;5200502003;30;Interface.;100;100;100;100;100;100;100;100;100;100;100;100
2018;C0219RJTEC;5200502003;31;Telefonia Fixa;1203;1203;1203;1203;1203;1203;1203;1203;1203;1203;1203;1203
2018;C0219RJTEC;5200502003;32;MPLS 50 Mb - (c/ manut roteador) - Rateado com a RJZ Cyrela;1476;1476;1476;810;810;810;810;810;810;810;1010;1010
2018;C0219RJTEC;5200502003;33;- Internet 30 Mb (c/ manut. Roteador) - Fibra - Rateado c/ a RJZ Cyrela;738;738;738;812;812;812;812;812;812;812;812;812
2018;C0219RJTEC;5200502003;34;Telefonia móvel Lead.;3654;3654;3654;3654;3654;3654;3654;3654;3654;3654;3654;3654
2018;C0219RJTEC;5200502003;35;Manutenção da central telefônica sede Barra (Lead);1606;1606;1606;1606;1606;1606;1606;1606;1606;1606;1606;1606
2018;C0219RJTEC;5200502003;36;INTERNET 4 MB - REDUNDANTE - RÁDIO;512;512;512;512;512;512;512;512;512;512;512;512
2018;C0219RJTEC;5200502003;37;INTERNET VISITANTE WIFI 15 Mb REDUNDANTE - VIA RÁDIO - RATEADO C/ A RJZ CYRELA;620;620;620;620;620;620;620;620;620;620;620;620
2018;C0219RJTEC;5200503002;30;Cópias e impressão - sede Barra (Lead);1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
2018;C0219RJTEC;5200503009;;Aquisição de pequenos itens: mouse, teclado.\nCompra de roteador para melhoria na rede de wifi em Fevereiro.;300;1200;300;300;300;300;300;300;300;300;300;300
2018;C0219RJTEC;5200504008;;Locação de impressoras sede Barra (Lead) - Solution;1572;1572;1572;1572;1572;1572;1572;1572;1572;1572;1572;1572
2018;C0219RJTEC;5200504010;;MANUTENÇÃO MENSAL ASA-RJ (CISCO) SLA 24X7X4 2 CAIXAS (SONDA PROCWORK) - RATEADO C/ A RJZ CYRELA\nGUARDA EXTERNA MÍDIA (FITA DE BACKUP) RIOOFFSITE - RATEADO C/ A RJZ CYRELA\nMANUTENÇÃO PREVENTIVA NO-BREAKS/ QUADRO ELÉTRICO - ELETRICWORK - RATEADO C/ A RJZ CYRELA\nRENOVAÇÃO  GARANTIA SERVIDORES + STORAGE + BACKUP (DELL) - RATEADO C/ A RJZ CYRELA\nTroca bateria No-Break EATON (Nobreak Servidores);15389;7680;1025;1060;1060;1060;1128;1128;1128;1128;1128;1128
2018;C0219RJTEC;5200504020;30;URA - Unidade de Atendimento Remoto da recepção;435;435;435;435;435;435;435;435;435;435;435;435
2018;C0219RJTEC;5200504020;31;TI - LICENÇAS MICROSOFT SERVIDORES (TRUE UP) (ALLEN) - RATEADO C/ A RJZ CYRELA;0;0;0;0;0;0;4972;0;0;0;0;0
2018;C0219RJTEC;5200504020;32;RENOVAÇÃO LICENÇAS BACKUP EXEC (INGRANMICRO) - RATEADO C/A RJZ CYRELA;0;0;0;2397;0;0;0;0;0;0;0;0
2018;C0219RJTEC;5200504020;33;NEWI (MOBI CHAT);1049;1049;1049;1049;1049;1049;1049;1049;1049;1049;1049;1049
2018;C0219RJTEC;5200504020;34;Manutenção/Desenvolvimento TI SP (Newi) -  de Sistema Conexão Seller;7547;7547;7547;7547;7547;7547;7547;7547;7547;7547;7547;7547
2018;C0219RJTEC;5200504020;35;CRM;0;0;0;0;0;0;188902;0;0;0;0;0
2018;C0219RJTEC;5200504020;36;E-MAIL CORRETORES - MICROSOFT;0;0;0;0;0;0;79228;0;0;0;0;0
2018;C0219RJTEC;5200504020;37;SUSTENTAÇÃO ASELLERA (NEWI);3187;3187;3187;3187;3187;3187;3187;3187;3187;3187;3187;3187
2018;C0219RJTEC;5200504020;38;SUSTENTAÇÃO CYRELA/ LIVING E CIA (NEWI);3187;3187;3187;3187;3187;3187;3187;3187;3187;3187;3187;3187
2018;C0219RJTEC;5200504020;39;Renovação GARANTIA - Servidores + Storage + Backup (Dell);18083;0;0;0;0;0;0;0;0;0;0;0
2018;C0219RSSEC;5200503005;30;taxi / uber;0;100;100;100;100;0;100;100;0;100;100;0
2018;C0219SLBLM;5200208008;30;80 % PUBLICO - 36* 50;0;0;0;1800;0;0;0;0;0;0;0;0
