ano;centroCusto;classeCusto;idDetalhe;descr;m01;m02;m03;m04;m05;m06;m07;m08;m09;m10;m11;m12
2020;C0600PRAES;5200502007;;MAKE SERVICE SERVIÇOS ESPECIALIZADO;2150;2150;2150;2150;2150;2150;2150;2150;2150;2150;2150;2150
2020;C0600PRAES;5200503002;30;Folhas para o escritório;146;146;146;146;146;146;146;146;146;146;146;146
2020;C0600PRAES;5200503004;30;Materiais de copa e cozinha CONTABILISTA PAPELARIA E INFORMATICA = R$ 500,00 por mês\nBebedouro WHIRLPOOL S.A. = R$ 150,00 por mês;650;650;650;650;650;650;650;650;650;650;650;650
2020;C0600PRAES;5200505002;;PREFEITURA MUNICIPAL DE CURITIBA;620;620;620;620;620;620;620;620;620;620;620;620
2020;C0600PRFIN;5200502004;;;120;120;120;120;120;120;120;120;120;120;120;120
2020;C0600PRFIN;5200503005;30;(VERIFICAR);150;150;150;150;150;150;150;150;150;150;150;150
2020;C0600PRFIN;5200504019;30;(VERIFICAR);350;350;350;350;350;350;350;350;350;350;350;350
2020;C0600PRRHU;5200208008;30;FRUTAS E VACINAS PARANÁ;1084;1084;1084;1084;1084;1084;1084;1084;1084;1084;1084;1084
2020;C0600PRRHU;5200503002;30;MATERIAL DE ESCRITÓRIO RH;25;25;25;25;25;25;25;25;25;25;25;25
2020;C0600PRRHU;5200503003;;;25;25;25;25;25;25;25;25;25;25;25;25
2020;C0600PRRHU;5200503005;30;DESLOCAMENTO PARA SINDICATO, OBRAS E  EVENTOS RH;84;84;84;84;84;84;84;84;84;84;84;84
2020;C0600PRRHU;5200504002;30;CLÍNICA DE MEDICINA OCUPACIONAL + BOLO ANIVERSARIANTES ESCRITÓRIO;959;959;959;959;959;959;959;959;959;959;959;959
2020;C0600PRRHU;5200504012;30;ORGANIZAÇÃO CONFRATERNIZAÇÃO FINAL DE ANO PARANÁ;834;834;834;834;834;834;834;834;834;834;834;834
2020;C0600PRRHU;5200504019;30;MALOTE PARA OBRAS / SINDICATO;25;25;25;25;25;25;25;25;25;25;25;25
2020;C0600PRRHU;5200505004;;CONTRIBUIÇÃO PATRONAL PARANÁ;542;542;542;542;542;542;542;542;542;542;542;542
2020;C0600RSAES;5200501001;;Office 23 R$ 59.227\nEsplanada R$ 16.826;76104;76104;76104;76104;76104;76104;76104;76104;76104;76104;76104;76104
2020;C0600RSAES;5200501003;;R$ 1.500,00 (A/C: R$ 802,00 fixo + R$ 698,00 peças e reparos)\nR$ 1.000,00 (Móveis de escritório: R$ 800,00 reformas + R$ 200,00 manutenção)\nR$ 50,00 (Manutenção chaves e fechaduras)\nR$ 200,00 (Manutenção e reparos das persianas)\nR$ 340,00 (Manutenção dos banheiros)\nR$ 300,00 (Manutenção tomadas)\nR$ 190,00 (Portas e dobradiças)\nR$ 400,00 (Necessidades eventuais não previstas);3980;3980;3980;23980;3980;3980;3980;3980;3980;3980;3980;3980
2020;C0600RSAES;5200502001;;;22220;22220;22220;22220;22220;22220;22220;22220;22220;22220;22220;22220
2020;C0600RSAES;5200502007;;FABESUL DISTRIBUIDORA LTDA R$ 2.500\nUPPER MARKETING PROMOCIONAL EIRELI R$ 2.030\nLimpeza Carpetes R$ 375;4905;4905;4905;4905;4905;4905;4905;4905;4905;4905;4905;4905
2020;C0600RSAES;5200503002;30;FABESUL DISTRIBUIDORA LTDA +FRENTE E VERSO GRAFICA E ARTE LTDA R$ 1.600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600
2020;C0600RSAES;5200503004;30;DISTRIBUIDORAS DE BEBIDA BELLA AGUA R$ 850\nESTILO PACK PRODUTOS SUST. LTDA R$ 550\nFABESUL DISTRIBUIDORA LTDA R$ 1.100\nFABRICA DO EXPRESSO MAQUINAS DE CAF R$ 1.230\nCOML. PORCELANAS E TALHERES KNETIG R$ 13,00;3742;3742;3742;3742;3742;3742;3742;3742;3742;3742;3742;3742
2020;C0600RSAES;5200504006;30;SEGURANÇA ESCRITÓRIO;250;250;250;250;250;250;250;250;250;250;250;250
2020;C0600RSAES;5200504018;;;9616;9616;9616;9616;9616;9616;9616;9616;9616;9616;9616;9616
2020;C0600RSAES;5200504021;;CRISTIAN METZEN KLEIN - ME R$ 150\nARTEPLANTAS MARIAS LTDA R$ 150;300;300;300;300;300;300;300;300;300;300;300;300
2020;C0600RSAES;5200505002;;;56305;0;0;0;0;0;0;0;0;0;0;0
2020;C0600RSAPO;5200502004;;;2600;2600;2600;2600;2600;2600;2600;2600;2600;2600;2600;2600
2020;C0600RSAPO;5200503002;30;Materiais de escritório;50;0;50;0;50;0;50;0;50;0;50;0
2020;C0600RSAPO;5200503005;30;Reunião almoço equipe;150;150;150;150;150;150;150;150;150;150;150;150
2020;C0600RSAPO;5200503009;;Headset e tiara recepção\n2 telas computador para recepção;1650;50;50;50;50;50;50;50;50;50;50;50
2020;C0600RSAPO;5200503011;;Troca uniformes nas estações;480;480;480;480;480;480;480;480;480;480;480;480
2020;C0600RSAPO;5200504019;30;Transporte equipe para eventual greve;250;250;250;250;250;250;250;250;250;250;250;250
2020;C0600RSAPO;5200504019;31;Coletas eventuais via boy;30;30;30;30;30;30;30;30;30;30;30;30
2020;C0600RSAPV;5200503005;30;deslocamento Uber e 99Pop;235;235;235;235;235;235;235;235;235;235;235;235
2020;C0600RSCOB;5200502004;;;250;250;250;250;250;250;250;250;250;250;250;250
2020;C0600RSCOB;5200503002;30;material de escritório.;50;50;50;50;50;50;50;50;50;50;50;50
2020;C0600RSCOB;5200503003;;;220;220;220;220;220;220;220;220;220;220;220;220
2020;C0600RSCOB;5200503005;30;reuniões com a equipe;200;200;200;200;200;200;200;200;200;200;200;200
2020;C0600RSCOB;5200504019;30;motoboy para bancos, tabelionatos e registro de imóveis;1350;1350;1350;1350;1350;1350;1350;1350;1350;1350;1350;1350
2020;C0600RSCRE;5200503003;;COMPRA DAS NOVAS FICHAS CADASTRAIS PARA OS CLIENTES;600;600;600;600;600;600;600;600;600;600;600;600
2020;C0600RSCRE;5200503005;30;ALIMENTAÇÃO NOS PLANTÕES DO CRÉDITO FINAL DE SEMANA, TAXI PARA LOCOMOÇÃO DOS PLANTONISTAS PARA OS PLANTÕES.;280;280;280;280;280;280;280;280;280;280;280;280
2020;C0600RSCRE;5200504002;30;CONSULTA DOS CLIENTES NO SPC;250;250;250;250;250;250;250;250;250;250;250;250
2020;C0600RSCTR;5200502004;;;10;10;10;10;10;10;10;10;10;10;10;10
2020;C0600RSCTR;5200503002;30;MATERIAIS DIVERSOS;15;15;15;15;15;15;15;15;15;15;15;15
2020;C0600RSCTR;5200503003;;;0;0;200;0;0;0;0;0;0;0;0;0
2020;C0600RSCTR;5200503005;30;UBER E ALIMENTAÇÃO HORAS EXTRAS;75;75;75;75;75;75;75;75;75;75;75;75
2020;C0600RSCTR;5200504012;30;ALUGUEL PARA REUNIÕES COM LÍDERES;50;50;50;50;50;50;50;50;50;50;50;50
2020;C0600RSCTR;5200504019;30;CORRESPONDÊNCIA COM SÓCIOS;5;5;5;5;5;5;5;5;5;5;5;5
2020;C0600RSDIR;5200502004;;;30;30;30;30;30;30;30;30;30;30;30;30
2020;C0600RSDIR;5200503002;30;Materiasi uso diário;30;30;30;30;30;30;30;30;30;30;30;30
2020;C0600RSDIR;5200503003;;;292;292;292;292;292;292;292;292;292;292;292;292
2020;C0600RSDIR;5200503005;30;Almoço semanal da diretoria;8500;8500;8500;8500;8500;8500;8500;8500;8500;8500;8500;8500
2020;C0600RSDIR;5200503005;31;Frutas para convidados diretoria;200;200;200;200;200;200;200;200;200;200;200;200
2020;C0600RSDIR;5200503005;32;Almoços para Raphael, Efraim e sr Elie;120;120;120;120;120;120;120;120;120;120;120;120
2020;C0600RSDIR;5200503005;33;Cafés diretoria e visitas;200;200;200;200;200;200;200;200;200;200;200;200
2020;C0600RSDIR;5200503013;;;542;542;542;542;542;542;542;542;542;542;542;542
2020;C0600RSDIR;5200504019;30;Entregas diretoria;20;20;20;20;20;20;20;20;20;20;20;20
2020;C0600RSFIN;5200502004;;;80;80;84;84;84;84;84;84;84;84;84;84
2020;C0600RSFIN;5200503002;30;Materiais de escritório - Ex. cola, caneta, saco plásticos, grampos, grafites, etc...;10;10;10;10;10;10;10;10;10;10;10;10
2020;C0600RSFIN;5200503005;30;Despesas com transportes e refeições equipe, possíveis plantões de lançamentos de NFS, fechamentos e redução das equipes em virtude férias.\nausências e ou alguma situação atípica.;20;20;20;20;20;20;20;20;20;20;20;20
2020;C0600RSFIN;5200503008;;;5;5;5;5;5;5;5;5;5;5;5;5
2020;C0600RSFIN;5200504002;30;Consultas e monitoramento dos CNPJ's das SPE's da regional Sul.;500;500;500;500;500;500;500;500;500;500;500;500
2020;C0600RSFIN;5200504019;30;Serviços utilizados para retiradas de cheques Adm's em bancos, serviços Relacionados a cartórios baixas de protestos, coleta de certidões , retirada de anuências, saques F. Fixo, entrega e coleta de doctos. em geral (bancos).;500;500;500;500;500;500;500;500;500;500;500;500
2020;C0600RSIFR;5200502004;;;10;10;10;10;10;10;10;10;10;10;10;10
2020;C0600RSIFR;5200503003;;;50;50;50;50;50;50;50;50;50;50;50;50
2020;C0600RSIFR;5200503005;30;AXI PARA ATENDIMENTOS EXTERNOS CASO NECESSÁRIO.;100;100;80;80;80;80;80;80;80;80;80;80
2020;C0600RSIFR;5200503009;;;900;900;900;700;700;700;700;700;700;700;700;700
2020;C0600RSIMP;5200502003;30;LINK MPLS CURITIBA 20MB (rever contrato).;2091;2091;2091;2091;2091;2091;2091;2091;2091;2195;2195;2195
2020;C0600RSIMP;5200502003;31;Obs: LINK MPLS POA 50MB;2091;2091;2091;2091;2091;2091;2091;2091;2091;2195;2195;2195
2020;C0600RSIMP;5200502003;32;SUPORTE MENSAL CENTRAL RS;1266;1266;1266;1266;1266;1266;1266;1266;1329;1329;1329;1329
2020;C0600RSIMP;5200502003;33;SUPORTE MENSAL CENTRAL CWB | REVER CONTRATO;543;543;543;543;543;543;543;543;570;570;570;570
2020;C0600RSIMP;5200502003;34;CALL POA;60;60;60;60;60;60;60;60;60;60;60;60
2020;C0600RSIMP;5200502003;35;INTERNET 50MB POA;2500;2625;2625;2625;2625;2625;2625;2625;2625;2625;2625;2625
2020;C0600RSIMP;5200502003;36;TELEFONIA 51 33827000 POA;600;600;600;600;600;600;600;600;600;600;600;600
2020;C0600RSIMP;5200502003;37;TELEFONIA 41 30717777 CWB;524;524;524;524;524;524;524;524;524;524;524;524
2020;C0600RSIMP;5200502003;38;LINK E1 POA;400;400;400;400;400;400;400;400;400;400;400;400
2020;C0600RSIMP;5200502003;39;DNS - CYRELASUL;0;0;0;0;0;731;0;0;0;0;0;0
2020;C0600RSIMP;5200502003;40;300MB POA WIFI;280;280;280;280;280;280;280;280;280;280;280;280
2020;C0600RSIMP;5200502003;41;150MB WI FI CURITIBA;280;280;280;280;280;280;280;280;280;280;280;280
2020;C0600RSIMP;5200502003;42;100MB POA - ANTIGA VIASAT;1700;1700;1700;1700;1700;1700;1700;1785;1785;1785;1785;1785
2020;C0600RSIMP;5200502003;43;TELEFONIA MÓVEL (MODEM E LINHAS NORMAIS).;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
2020;C0600RSIMP;5200502003;44;OMPRA DE CHIP PARA REPOSIÇÃO DE SMARTPHONE;24;24;24;24;24;24;24;24;24;24;24;24
2020;C0600RSIMP;5200502005;;LOCAÇÃO / SERVIÇOS DE IMPRESSÃO / ADM RS\n\nRS - R$81.600MIL - Custo 100% CYRELA\nPR - R$18MIL - Custo 100% CYRELA\nFLN - R$4.200 - Custo 100% CYRELA;7900;7900;7900;7900;7900;7900;7900;7900;7900;7900;7900;7900
2020;C0600RSIMP;5200503009;;FITAS DE BACKUP;4300;0;0;0;0;0;0;0;0;0;0;0
2020;C0600RSIMP;5200504010;;INFTECH - 33MIL NO ANO\nRAJE - 45.545 NO ANO\nCP ELETRONICA - NOBREAK - 3MIL NO ANO\nIFORTIX - 600 NO ANO.\nDESCARTE CERTO 5MIL NO ANO\nVITTAL ENGENHARIA - 1800 NO ANO.\nPROTECH MANUTENÇÃO DAS PORTAS - 1700 NO ANO\n\nGARANTIA SERVIDORES SRVVMPOA E SRVVMPOA02 - MODELO:POWEREDGE R730 MARCA:DELL - TAG 6SQQJ82|6T0HJ82 R$16.000\n\nSERVEX - MANUTENÇÃO SISTEMA DE GÁS INCENDIO SALA DO SERVIDOR R$2.000;7554;7554;7554;7554;7554;9554;7554;7554;7554;23555;7554;7554
2020;C0600RSIMP;5200504020;30;Obs: LICENÇA USO DO SOFTWARE SADIG POA;1067;1067;1067;1067;1067;1121;1121;1121;1121;1121;1121;1121
2020;C0600RSIMP;5200504020;31;Obs: 10 LICENÇAS USO PARA CONSULTAR JCO LEGADO;2625;2625;2625;2625;2625;2625;2625;2625;2625;2625;2625;2625
2020;C0600RSIMP;5200504020;32;Obs: LICENÇA USO EMISSÃO NOTA FISCAL;180;180;180;180;180;180;180;180;180;180;180;180
2020;C0600RSIMP;5200504020;33;(VÍDEO CONFERÊNCIA);550;0;0;0;0;0;0;0;0;0;0;0
2020;C0600RSIMP;5200504020;34;Licenças AutoCAD.;0;0;306437;0;0;0;0;0;0;0;0;0
2020;C0600RSINC;5200502004;;;100;100;100;100;100;100;100;100;100;100;100;100
2020;C0600RSINC;5200502005;;;50;50;50;50;50;50;50;50;50;50;50;50
2020;C0600RSINC;5200503002;30;Materiais diversos;208;208;208;208;208;208;208;208;208;208;208;208
2020;C0600RSINC;5200503003;;;100;100;100;100;100;100;100;100;100;100;100;100
2020;C0600RSINC;5200503005;30;Deslocamento Cyrela, Prime e Vivaz\nPercurso Porto Alegre - Gravataí: R$ 65 o trecho (2x por semana) + PDVs R$ 20 o trecho médio + Prefeitura R$ 20 o trecho + idas DMAE, CEEE, etc.;1060;1060;1060;1060;1060;1060;1060;1060;1060;1060;1060;1060
2020;C0600RSINC;5200504002;30;Valor por estagiários: 2 (R$ 90 x 2)\nÁreas de Negócios e Legalização;180;180;180;180;180;180;180;180;180;180;180;180
2020;C0600RSINC;5200504012;30;Contratação de salão de festas para evento para permutantes ou proprietários de terrenos.\nEventualmente algum kickoff de projeto com fornecedores.;0;0;500;0;0;500;0;0;500;0;0;500
2020;C0600RSINC;5200504012;31;Contratação de serviços para evento para permutantes ou proprietários de terrenos.\nEventualmente algum kickoff de projeto com fornecedores.;0;0;500;0;0;500;0;0;500;0;0;500
2020;C0600RSINC;5200504019;30;LOGGI TECNOLOGIA LTDA;500;500;500;500;500;500;500;500;500;500;500;500
2020;C0600RSJUR;5200502004;;;60;60;60;60;60;60;60;60;60;60;60;60
2020;C0600RSJUR;5200503002;30;Cartões de visita;300;0;0;0;0;0;0;0;0;0;0;0
2020;C0600RSJUR;5200503002;31;Material de Escritório em Geral;40;40;40;40;40;40;40;40;40;40;40;40
2020;C0600RSJUR;5200503005;30;Táxi e Condução Corporativa;400;400;400;400;400;400;400;400;400;400;400;400
2020;C0600RSJUR;5200504002;30;Assessoria em tributos municipais;1040;1040;1040;1040;1040;1040;1040;1040;1040;1040;1040;1040
2020;C0600RSJUR;5200504002;31;Honorários para geração planilha faturamento escritórios;200;200;200;200;200;200;200;200;200;200;200;200
2020;C0600RSJUR;5200504002;32;Taxa do Menor aprendiz;170;170;170;170;170;170;170;170;170;170;170;170
2020;C0600RSJUR;5200504010;;Manutenção da Fragmentadora;0;0;0;0;0;500;0;0;0;0;0;0
2020;C0600RSJUR;5200504019;30;Serviços de motoboy;220;220;220;220;220;220;220;220;220;220;220;220
2020;C0600RSJUR;5200504020;30;Renovação Assinatura Token;0;0;0;0;0;0;50;0;0;0;0;0
2020;C0600RSRHU;5200208006;30;INCENTIVO EDUCACIONAL / MÉTODOS ÁGEIS / ATENDIMENTO AO CLIENTE - DISNEY / EXCEL / TÉCNICAS DE NEGOCIAÇÃO\n / CURSO DE ORATÓRIA E COMUNICAÇÃO / SEMANA DO CONHECIMENTO;15797;15797;15797;15797;15797;15797;15797;15797;15797;15797;15797;15797
2020;C0600RSRHU;5200208008;30;VACINAS H1N1 TRETAVALENTE / AÇÕES DE QUALIDADE DE VIDA / \nQUICK MASSAGE / POA NIGHT RUN / FRUTAS / CHECKUP DIRETORES\nCESTA DE NATAL COLABORADORES;8367;8367;8367;8367;8367;8367;8367;8367;8367;8367;8367;8367
2020;C0600RSRHU;5200502004;;MALOTE PARA SÃO PAULO E CURITIBA;84;84;84;84;84;84;84;84;84;84;84;84
2020;C0600RSRHU;5200503002;30;MATERIAL DE ESCRITÓRIO PARA O RH;250;250;250;250;250;250;250;250;250;250;250;250
2020;C0600RSRHU;5200503003;;;459;459;459;459;459;459;459;459;459;459;459;459
2020;C0600RSRHU;5200503005;30;99 POP / TAXIS / UBER;250;250;250;250;250;250;250;250;250;250;250;250
2020;C0600RSRHU;5200503009;;;84;84;84;84;84;84;84;84;84;84;84;84
2020;C0600RSRHU;5200503016;;;459;459;459;459;459;459;459;459;459;459;459;459
2020;C0600RSRHU;5200504002;30;AÇÕES DE RH / AVALIAÇÃO 360º / TV CORPORATIVA / ANIVERSÁRIOS ESCRITÓRIO / TAXA APRENDIZ / CONFRATERNIZAÇÃO ESPECIAL - PACOTE DE RH / AÇÕES PONTUAIS / CONSULTAR SERASA / CYRELA TALKS.;7617;7617;7617;7617;7617;7617;7617;7617;7617;7617;7617;7617
2020;C0600RSRHU;5200504005;;DISC / Outplacement / PESQUISA CRIMINAL;1875;1875;1875;1875;1875;1875;1875;1875;1875;1875;1875;1875
2020;C0600RSRHU;5200504012;30;REUNIÃO GERAL (MARÇO/NOVEMBRO) / FERIAS NA CYRELA E CONFRATERNIZAÇÃO FINAL DE ANO POA;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000
2020;C0600RSRHU;5200504019;30;MALOTE DE RH / ENTREGAS E COLETAS;250;250;250;250;250;250;250;250;250;250;250;250
2020;C0600RSRHU;5200504020;30;SERVICO DE MANUTENCAO NEW-I /RENOVACAO PHOTOSHOP + COREL /LINKEDIN RECRUITER / GUPY - GESTÃO DE CANDIDATOS;7322;7322;7322;7322;7322;7322;7322;7322;7322;7322;7322;7322
2020;C0600RSRHU;5200505004;;CONTRIBUIÇÃO NEGOCIAL;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040
2020;C0600RSTER;5200502004;;;40;40;40;40;40;40;40;40;40;40;40;40
2020;C0600RSTER;5200502005;;;100;100;100;100;100;100;100;100;100;100;100;100
2020;C0600RSTER;5200503002;30;Materiais de escritório;80;80;80;80;80;80;80;80;80;80;80;80
2020;C0600RSTER;5200503003;;;960;960;960;960;960;960;960;960;960;960;960;960
2020;C0600RSTER;5200503005;30;Deslocamento de terrenos;835;835;835;835;835;835;835;835;835;835;835;835
2020;C0600RSTER;5200503008;;;900;900;900;900;900;900;900;900;900;900;900;900
2020;C0600RSTER;5200504002;30;Taxa Estagiário/PDA;90;90;90;90;90;90;90;90;90;90;90;90
2020;C0600RSTER;5200504012;30;Confraternização corretores;250;250;250;250;250;250;250;250;250;250;250;250
2020;C0600RSTER;5200504019;30;Entregas Motoboy;85;85;85;85;85;85;85;85;85;85;85;85
2020;C0600SCAES;5200501001;;;140;140;140;140;140;140;140;140;140;140;140;140
2020;C0600SCAES;5200501003;;;0;0;1000;0;0;0;0;0;1000;0;0;0
2020;C0600SCAES;5200503002;30;FOLHAS PARA IMPRESSORA;15;15;15;15;15;15;15;15;15;15;15;15
2020;C0600SCAES;5200504010;;;0;0;600;0;0;0;0;0;600;0;0;0
2020;C0600SCFIN;5200502004;;;80;80;80;80;80;80;80;80;80;80;80;80
2020;C0600SCFIN;5200503003;;;50;50;50;50;50;50;50;50;50;50;50;50
2020;C0600SCFIN;5200503005;30;serviços de motoboy para prefeitura, tabelionatos.;600;600;600;600;600;600;600;600;600;600;600;600
2020;C2546RSDEN;5200502004;;;0;0;0;0;0;0;0;0;0;0;0;240
2020;C2546RSDEN;5200502005;;;0;0;0;0;0;0;0;0;0;0;0;100
2020;C2546RSDEN;5200503003;;Cartões de visita;0;0;0;0;0;0;0;0;0;0;0;250
2020;C2546RSDEN;5200503005;30;sinduscon (treinamento e almoços)\nReuniões + almoço externo\nestacionamento pedágios;0;0;0;0;0;0;0;0;0;0;0;4000
2020;C2546RSDEN;5200503008;;serviços de cartorio autenticações etc;0;0;0;0;0;0;0;0;0;0;0;100
2020;C2546RSDEN;5200503016;;;0;0;0;0;0;0;0;0;0;0;0;1575
2020;C2546RSDEN;5200504019;30;motoboy;0;0;0;0;0;0;0;0;0;0;0;100
2020;C2546RSDIN;5200503002;30;Materiais de escritório para uso diário.;20;20;40;20;20;40;20;20;40;20;20;40
2020;C2546RSDIN;5200503005;30;Deslocamentos Cyrela, Prime e Vivaz\nR$ 20 x 2 o trecho (Porto Alegre)\nR$ 65 x 2 o trecho (Gravataí);840;840;840;840;840;840;840;840;840;840;840;840
2020;C2546RSFIN;5200503005;30;VISITAS NAS OBRAS;40;40;40;40;40;40;40;40;40;40;40;40
2020;C2546RSFIN;5200504002;30;TAXA APRENDIZ;170;170;170;170;170;170;170;170;170;170;170;170
2020;C2546RSJUT;5200503005;30;Deslocamentos para reuniões externas, audiências;420;420;420;420;420;420;420;420;420;420;420;420
2020;C2546RSPES;5200208006;30;INCENTIVO EDUCACIONAL;584;584;584;584;584;584;584;584;584;584;584;584
2020;C2546RSPES;5200503003;;;100;100;100;100;100;100;100;100;100;100;100;100
2020;C2546RSPES;5200503005;30;99 POP / UBER;334;334;334;334;334;334;334;334;334;334;334;334
2020;C2546RSPES;5200503011;;;84;84;84;84;84;84;84;84;84;84;84;84
2020;C2546RSPES;5200504002;30;MEDICINA OCUPACIONAL OBRAS E ESCRITÓRIO;12500;12500;12500;12500;12500;12500;12500;12500;12500;12500;12500;12500
2020;C2546RSPES;5200504019;30;MALOTE DP - COLETAS E ENTREGAS;584;584;584;584;584;584;584;584;584;584;584;584
2020;C2546RSPES;5200504020;30;SENIOR SISTEMAS;3584;3584;3584;3584;3584;3584;3584;3584;3584;3584;3584;3584
2020;C2546RSPES;5200505004;;;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040
2020;C2546RSPLO;5200503002;30;VERBA PARA MATERIAL DE ESCRITÓRIO;100;100;100;100;100;100;100;100;100;100;100;100
2020;C2546RSPLO;5200503003;;;100;100;100;100;100;100;100;100;100;100;100;100
2020;C2546RSPLO;5200504002;30;TAXA DE ESTÁIGO, CONFORME E-MAIL DA CONTROLADORIA;90;90;90;90;90;90;90;90;90;90;90;90
2020;C2546RSPLO;5200504012;30;VALOR DE LOCAÇÃO PARA A REUNIÃO DO COCKPIT;493;493;493;493;493;493;493;493;493;493;493;493
2020;C2546RSPRJ;5200503002;30;MATERIAIS DIVERSOS PARA ESCRITÓRIO;100;100;100;100;100;100;100;100;100;100;100;100
2020;C2546RSPRJ;5200503003;;;100;100;100;100;100;100;100;100;100;100;100;100
2020;C2546RSPRJ;5200503005;30;IDAS EM OBRA QUINZENAIS;320;320;320;320;320;320;320;320;320;320;320;320
2020;C2546RSPRJ;5200504012;30;EVENTO DE PROJETOS NO AUDITÓRIO;0;0;493;0;0;0;493;0;0;0;0;0
2020;C2546RSPRJ;5200504020;30;Orçamento alinhado por e-mail com o gestor;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500
2020;C2546RSQUA;5200502004;;;30;30;30;30;30;30;30;30;30;30;30;30
2020;C2546RSQUA;5200503002;30;Materiais diversos;42;42;42;42;42;42;42;42;42;42;42;42
2020;C2546RSQUA;5200503003;;;25;25;25;25;25;25;25;25;25;25;25;25
2020;C2546RSQUA;5200503005;30;Considerado 30 reais para Uber (ida e volta) por obra por visita. Média de 4 visitas por obra por mês por estagiário + analista.;1080;1080;1080;1080;1080;1080;1080;1080;1080;1080;1080;1080
2020;C2546RSQUA;5200504001;30;Auditoria interna e consultoria;0;4644;0;0;0;8750;0;0;0;0;8400;0
2020;C2546RSQUA;5200504001;31;Auditoria Externa/Certificação;7854;0;0;0;0;0;0;0;0;0;0;0
2020;C2546RSQUA;5200504002;30;Previsão;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
2020;C2546RSQUA;5200504002;31;Curso Excel Estagiário = 300 / Curso de Auditor Interno = 1300 / Forum da inovação = 2110 /;2110;1300;300;0;0;0;0;1300;0;0;0;0
2020;C2546RSQUA;5200504002;32;Construtech = 900 / Feicon = 0;0;0;0;900;0;0;0;0;0;0;0;0
2020;C2546RSQUA;5200504012;30;Aluguel do auditorio;350;350;350;350;350;350;350;350;350;350;350;350
2020;C2546RSQUA;5200504012;31;Entrada de equipe;144;0;0;0;0;0;0;144;0;0;0;0
2020;C2546RSQUA;5200504020;30;Backup do sistema de acompanhamento do concreto;100;100;100;100;100;100;100;100;100;100;100;100
2020;C2546RSQUA;5200504020;31;Sistema Autodoc Qualidade - documentos;1964;1964;1964;1964;2072;2072;2072;2072;2072;2072;2072;2072
2020;C2546RSQUA;5200504020;32;Acerto de normas (acesso a outras áreas);3700;0;0;0;0;0;0;0;0;0;0;0
2020;C2546RSRCL;5200502004;;Envio de contratos aos clientes;0;10;0;0;10;0;10;0;10;0;10;0
2020;C2546RSRCL;5200503002;30;Materiais de expediente.;250;250;250;250;250;250;250;250;250;250;250;250
2020;C2546RSRCL;5200503003;;Selos de liberação de estacionamento aos clientes.;250;250;250;250;250;250;250;250;250;250;250;250
2020;C2546RSRCL;5200503005;30;Transporte para demandas externas.;125;125;125;125;125;125;125;125;125;125;125;125
2020;C2546RSRCL;5200504002;30;TAXA APRENDIZ;170;170;170;170;170;170;170;170;170;170;170;170
2020;C2546RSRCL;5200504019;30;Serviços de motoboy;250;250;250;250;250;250;250;250;250;250;250;250
2020;C2546RSSUP;5200502004;;Remessa de amostras de fornecedores e devoluções;0;0;50;0;0;50;0;0;50;0;0;50
2020;C2546RSSUP;5200502005;;Impressão da atualização do manual do administrativo;0;0;50;0;0;0;0;0;50;0;0;0
2020;C2546RSSUP;5200503003;;Material de escritório;75;75;75;75;75;75;75;75;75;75;75;75
2020;C2546RSSUP;5200503005;30;Reembolso km rodado visita fornecedores e fábricas;0;0;200;0;0;200;0;0;200;0;0;200
2020;C2546RSSUP;5200503005;31;Deslocamento semanal dos compradores para visita nas obras e reuniões de RIA com os empreiteiros;700;700;700;700;700;700;700;700;700;700;700;700
2020;C2546RSSUP;5200503008;;Reconhecimento de firma de assinaturas de contratos como: SH, Sulgas, Orguel...;0;0;50;0;0;50;0;0;50;0;0;0
2020;C2546RSSUP;5200503011;;EPI para colaboradores que visitam obras (botinas + capacete) já incluso os previstos que entrarão no time;0;0;200;0;0;0;200;0;0;0;0;0
2020;C2546RSSUP;5200504009;;Locação de uma diária de VAN para reunião anual de Suprimentos em POA que ocorre em março (visita nas obras com time de SP e RJ);0;0;600;0;0;0;0;0;0;0;0;0
2020;C2546RSSUP;5200504020;30;Mensalidade Portal de Suprimentos (Engenharia e Backoffice) rateio SUL + módulo ferramenta e equipamento;1750;1750;1750;1750;1750;1750;1750;1750;1750;1750;1750;1750
2020;C2546RSSUP;5200504020;31;Assinatura digital de contratos. Conforme informado pelo corporativo até setembro já está contratado. A partir dessa data considerado custo de R$ 5,00 / assinatura por contrato gerado.;0;0;0;0;0;0;0;0;0;500;500;500
2020;C2546RSSUP;5200504020;32;Desenvolvimentos e personalizações do portal de Suprimentos;0;0;0;2000;0;0;0;0;2000;0;0;0
2020;C3099BCKVZ;5200502004;;;500;500;500;500;500;500;500;500;500;500;500;500
2020;C3099BCKVZ;5200503003;;;300;300;300;300;300;300;300;300;300;300;300;300
2020;C3099CNTVZ;5200503002;30;Projetor;5000;0;0;0;0;0;0;0;0;0;0;0
