ano;centroCusto;classeCusto;idDetalhe;descr;m01;m02;m03;m04;m05;m06;m07;m08;m09;m10;m11;m12;fornecedor;obs_valor;aux
2023;C0219RJAS2;5200501003;0;Serviço de manutenção Hidráulica/elétrica e Civil: R$ 1.766 até Fe. A partir de Março R$ 2031,00.\nPeças para reparos: R$ 625,00 em Jan, Fev, Maio, julho, Set, Out.\nRecarga extintores: R$ 345,00 em Junho\nCompra e instalação de Papel de Parede: R$ 20.000 em Abril;2391;2391;2031;22031;2391;2376;2391;2031;2391;2656;2031;2031;;Serviço de manutenção Hidráulica/elétrica e Civil: R$ 1.766 até Fe. A partir de Março R$ 2031,00.\nPeças para reparos: R$ 625,00 em Jan, Fev, Maio, julho, Set, Out.\nRecarga extintores: R$ 345,00 em Junho\nCompra e instalação de Papel de Parede: R$ 20.000 em Abril;Serviço de manutenção Hidráulica/elétrica e Civil: R$ 1.766 até Fe. A partir de Março R$ 2031,00.\nPeças para reparos: R$ 625,00 em Jan, Fev, Maio, julho, Set, Out.\nRecarga extintores: R$ 345,00 em Junho\nCompra e instalação de Papel de Parede: R$ 20.000 em Abril
2023;C0219SLAES;5200501003;0;;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;;;
2023;C0219SLCEI;5200501003;0;Hidraulica, lampadas, ajuste sala Adriana ar condicionado fevereiro / Pintura escritório março;1250;14000;5000;0;1250;0;1250;0;0;1250;0;0;;Hidraulica, lampadas, ajuste sala Adriana ar condicionado fevereiro / Pintura escritório março;Hidraulica, lampadas, ajuste sala Adriana ar condicionado fevereiro / Pintura escritório março
2023;C0304RJAES;5200501003;0;MANUT. CIVIL, ELÉTRICA E HIDRA\nMANUT. PREV E CORRETIVA DE AR\nCADEIRAS RECEPÇÃO\nMATERIAL DE MANUTENÇÃO\nLÂMPADAS E LUMINÁRIAS\nCADEIRAS COMPRA\nMANUTENÇÃO CADEIRAS\nMANUTENÇÃO NO SISTEMA DE DETECÇÃO DE FUMAÇA;8898;38898;8898;8898;8898;8898;8898;8898;8898;8898;8898;8898;;MANUT. CIVIL, ELÉTRICA E HIDRA\nMANUT. PREV E CORRETIVA DE AR\nCADEIRAS RECEPÇÃO\nMATERIAL DE MANUTENÇÃO\nLÂMPADAS E LUMINÁRIAS\nCADEIRAS COMPRA\nMANUTENÇÃO CADEIRAS\nMANUTENÇÃO NO SISTEMA DE DETECÇÃO DE FUMAÇA;MANUT. CIVIL, ELÉTRICA E HIDRA\nMANUT. PREV E CORRETIVA DE AR\nCADEIRAS RECEPÇÃO\nMATERIAL DE MANUTENÇÃO\nLÂMPADAS E LUMINÁRIAS\nCADEIRAS COMPRA\nMANUTENÇÃO CADEIRAS\nMANUTENÇÃO NO SISTEMA DE DETECÇÃO DE FUMAÇA
2023;C0600RSAES;5200501003;0;;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;;;
2023;C0600SCAES;5200501003;0;;167;167;167;167;167;167;167;167;167;167;167;167;;;
2023;C3099SPAES;5200501003;0;P10 - Materiais diversos Depósito - R$ 350\nPJ - Materiais Elétrica - R$ 350\nDisparcon - Materiais de Ar Condicionado - R$ 1.100\nKey World - Chaves e Carimbos - R$ 200;2000;2000;2000;2000;2000;2000;2000;2000;2000;2600;2000;2000;;P10 - Materiais diversos Depósito - R$ 350\nPJ - Materiais Elétrica - R$ 350\nDisparcon - Materiais de Ar Condicionado - R$ 1.100\nKey World - Chaves e Carimbos - R$ 200;P10 - Materiais diversos Depósito - R$ 350\nPJ - Materiais Elétrica - R$ 350\nDisparcon - Materiais de Ar Condicionado - R$ 1.100\nKey World - Chaves e Carimbos - R$ 200
2023;C3216CSAES;5200501003;0;P10 - Materiais diversos - R$ 700\nPj / P10 - materiais elétrica - R$ 700\nDisparcon - Materiais Ar Condicionado - R$ 700\nKey World - Chaveiro e Carimbos - R$ 300;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;;P10 - Materiais diversos - R$ 700\nPj / P10 - materiais elétrica - R$ 700\nDisparcon - Materiais Ar Condicionado - R$ 700\nKey World - Chaveiro e Carimbos - R$ 300;P10 - Materiais diversos - R$ 700\nPj / P10 - materiais elétrica - R$ 700\nDisparcon - Materiais Ar Condicionado - R$ 700\nKey World - Chaveiro e Carimbos - R$ 300
2023;C0042BLAES;5200502001;0;;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;;;
2023;C0042COAES;5200502001;0;Enel - Energia Elétrica - Rateado via fatura condomínio;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500;;Enel - Energia Elétrica - Rateado via fatura condomínio;Enel - Energia Elétrica - Rateado via fatura condomínio
2023;C0042ITAMB;5200502001;0;Enel - Energia Elétrica - R$ 445.770;35805;35805;35805;35805;35805;35805;38490;38490;38490;38490;38490;38490;;Enel - Energia Elétrica - R$ 445.770;Enel - Energia Elétrica - R$ 445.770
2023;C0042SPAES;5200502001;0;Enel - Energia elétrica - Rateado boleto condomínio;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500;;Enel - Energia elétrica - Rateado boleto condomínio;Enel - Energia elétrica - Rateado boleto condomínio
2023;C0219RJAES;5200502001;0;;11700;11700;11700;11700;11700;11700;11700;11700;11700;11700;11700;11700;;;
2023;C0219RJAS2;5200502001;0;Energia elétrica Torre.;32068;32068;32068;32068;32068;32068;32068;32068;32068;32068;32068;32068;;Energia elétrica Torre.;Energia elétrica Torre.
2023;C0219SLCEI;5200502001;0;;9700;9700;9700;9700;9700;9700;9700;9700;9700;9700;9700;9700;;;
2023;C0304RJAES;5200502001;0;;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;;;
2023;C0600PRAES;5200502001;0;;413;413;413;413;413;413;413;413;413;413;413;413;;;
2023;C0600RSAES;5200502001;0;Energia Elétrica;15593;15593;15593;14850;14850;14850;14850;14850;14850;14850;15593;15593;;Energia Elétrica;Energia Elétrica
2023;C3099SPAES;5200502001;0;Enel - Energia Elétrica;7500;7500;7500;7500;7500;7500;8063;8063;8063;8063;8063;8063;;Enel - Energia Elétrica;Enel - Energia Elétrica
2023;C3216CSAES;5200502001;0;Enel - Energia Elétrica 4º e 7º andar - R$ 15.052;14000;14000;14000;14000;14000;14000;15052;15052;15052;15052;15052;15052;;Enel - Energia Elétrica 4º e 7º andar - R$ 15.052;Enel - Energia Elétrica 4º e 7º andar - R$ 15.052
2023;C0042COAES;5200502002;0;Sabesp - Água e Esgoto - rateado via fatura condomínio;3250;3250;3250;3250;3250;3250;3250;3250;3250;3250;3250;3250;;Sabesp - Água e Esgoto - rateado via fatura condomínio;Sabesp - Água e Esgoto - rateado via fatura condomínio
2023;C0042ITAMB;5200502002;0;Sabesp - Água e Esgoto - R$ 12.712;11825;11825;11825;11825;12712;12712;12712;12712;12712;12712;12712;12712;;Sabesp - Água e Esgoto - R$ 12.712;Sabesp - Água e Esgoto - R$ 12.712
2023;C0042SPAES;5200502002;0;Sabesp - Água e Esgoto - Rateado via fatura condomínio;3250;3250;3250;3250;3250;3250;3250;3250;3250;3250;3250;3250;;Sabesp - Água e Esgoto - Rateado via fatura condomínio;Sabesp - Água e Esgoto - Rateado via fatura condomínio
2023;C3099SPAES;5200502002;0;Sabesp - Água e esgoto - R$ 3.478;3230;3230;3230;3230;3478;3478;3478;3478;3478;3478;3478;3478;;Sabesp - Água e esgoto - R$ 3.478;Sabesp - Água e esgoto - R$ 3.478
2023;C0042BLAES;5200502003;30;INTERNET VIVO - LINK DE INTERNET, BACK UP E VOIP;3100;3100;3100;3100;3100;3100;3100;3100;3100;3100;3100;3100;INTERNET VIVO;LINK DE INTERNET, BACK UP E VOIP;INTERNET VIVO - LINK DE INTERNET, BACK UP E VOIP
2023;C0042BOIMP;5200502003;30;Internet Rocio - Fornecedor/Serviço:\nVivo 5.5k\nHostfiber 1.5k\nVogel 6k (será substituído por Hostfiber a partir de abril)\nADSL 500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;Internet Rocio;Fornecedor/Serviço:\nVivo 5.5k\nHostfiber 1.5k\nVogel 6k (será substituído por Hostfiber a partir de abril)\nADSL 500;Internet Rocio - Fornecedor/Serviço:\nVivo 5.5k\nHostfiber 1.5k\nVogel 6k (será substituído por Hostfiber a partir de abril)\nADSL 500
2023;C0042BOIMP;5200502003;31;Telefonia BSA - BSA Telecom;800;800;800;800;800;800;800;800;800;800;800;800;Telefonia BSA;BSA Telecom;Telefonia BSA - BSA Telecom
2023;C0042COSOP;5200502003;30;MPLS FLS/RCO/LWC - MPLS FLS 5.6k\nMPLS RCO 5.5\nMPLS LWC 7.5;18600;18600;18600;18600;18600;18600;18600;18600;18600;18600;18600;18600;MPLS FLS/RCO/LWC;MPLS FLS 5.6k\nMPLS RCO 5.5\nMPLS LWC 7.5;MPLS FLS/RCO/LWC - MPLS FLS 5.6k\nMPLS RCO 5.5\nMPLS LWC 7.5
2023;C0042COSOP;5200502003;31;Telefonia Fixa - DDR Vivo atende Rocio e Faria Lima;5500;5500;5500;5500;5500;5500;5500;5500;5500;5500;5500;5500;Telefonia Fixa;DDR Vivo atende Rocio e Faria Lima;Telefonia Fixa - DDR Vivo atende Rocio e Faria Lima
2023;C0042COSOP;5200502003;32;Telefonia Móvel - Telefonia Móvel Vivo;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;Telefonia Móvel;Telefonia Móvel Vivo;Telefonia Móvel - Telefonia Móvel Vivo
2023;C0042COSOP;5200502003;33;PABX Phonoway - PABX em cloud;4600;4600;4600;4600;4600;4600;4600;4600;4600;4600;4600;4600;PABX Phonoway;PABX em cloud;PABX Phonoway - PABX em cloud
2023;C0042SLAES;5200502003;30;Vários fornecedores - Link de internet, VOIP, Backup;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;Vários fornecedores;Link de internet, VOIP, Backup;Vários fornecedores - Link de internet, VOIP, Backup
2023;C0042SPESG;5200502003;30;Vivo SA telecomunicações - Celular de gerente;5000;0;0;0;0;0;0;0;0;0;0;0;Vivo SA telecomunicações;Celular de gerente;Vivo SA telecomunicações - Celular de gerente
2023;C0042SPIMP;5200502003;30;Internet Faria Lima - Fornecedor/Serviço:\nCenturylink 4k\nVivo 10k\nHosfiber 1.5k\nADSL 500;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;Internet Faria Lima;Fornecedor/Serviço:\nCenturylink 4k\nVivo 10k\nHosfiber 1.5k\nADSL 500;Internet Faria Lima - Fornecedor/Serviço:\nCenturylink 4k\nVivo 10k\nHosfiber 1.5k\nADSL 500
2023;C0217RJAPT;5200502003;30;telefone saude - telefone saúde;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;telefone saude;telefone saúde;telefone saude - telefone saúde
2023;C0219EQRHV;5200502003;30;Celular Corporativo - Time de RH;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;Celular Corporativo;Time de RH;Celular Corporativo - Time de RH
2023;C0219EQTIV;5200502003;30;Phonoway/Telefonia Fixa - Valor da Linha + serviços/manutenção;5186;5186;5186;5900;5900;5900;5900;5900;5900;5900;5900;5900;Phonoway/Telefonia Fixa;Valor da Linha + serviços/manutenção;Phonoway/Telefonia Fixa - Valor da Linha + serviços/manutenção
2023;C0219EQTIV;5200502003;31;Vivo - Telefonia Móvel - 34 linhas, Roaming 3x900 e 1 aparelho;2288;2188;2188;2188;1288;1288;1288;1288;1288;1288;1288;1288;Vivo - Telefonia Móvel;34 linhas, Roaming 3x900 e 1 aparelho;Vivo - Telefonia Móvel - 34 linhas, Roaming 3x900 e 1 aparelho
2023;C0219EQTIV;5200502003;32;BAS/Telefonia Fixa - Rateio Infra SP;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433;BAS/Telefonia Fixa;Rateio Infra SP;BAS/Telefonia Fixa - Rateio Infra SP
2023;C0219EQTIV;5200502003;33;Vivo/Internet - Provedor de internet Escritório FLS\nR$ 4.650,00 - Vivo Dedicado 450MB - Primário Cyrela\nR$ 4.650,00 - Vivo Dedicado 450MB - Primário Seller\nR$ 2.896,73 – Level 3 Dedicado 150MB - Visitantes e contingência principal\nR$ 439,99 - Vivo ADSL 600MB - Visitantes e contingência secundária\n\nTotal R$ 12.636,72\nTotal Cyrela R$ 6.318,36 + 15%\nTotal Seller R$ 6.318,36 + 15%;7267;7267;7267;7267;7267;7267;7267;7267;7267;7267;7267;7267;Vivo/Internet;Provedor de internet Escritório FLS\nR$ 4.650,00 - Vivo Dedicado 450MB - Primário Cyrela\nR$ 4.650,00 - Vivo Dedicado 450MB - Primário Seller\nR$ 2.896,73 – Level 3 Dedicado 150MB - Visitantes e contingência principal\nR$ 439,99 - Vivo ADSL 600MB - Visitantes e contingência secundária\n\nTotal R$ 12.636,72\nTotal Cyrela R$ 6.318,36 + 15%\nTotal Seller R$ 6.318,36 + 15%;Vivo/Internet - Provedor de internet Escritório FLS\nR$ 4.650,00 - Vivo Dedicado 450MB - Primário Cyrela\nR$ 4.650,00 - Vivo Dedicado 450MB - Primário Seller\nR$ 2.896,73 – Level 3 Dedicado 150MB - Visitantes e contingência principal\nR$ 439,99 - Vivo ADSL 600MB - Visitantes e contingência secundária\n\nTotal R$ 12.636,72\nTotal Cyrela R$ 6.318,36 + 15%\nTotal Seller R$ 6.318,36 + 15%
2023;C0219EQTIV;5200502003;34;Hostfiber/Internet - Rateio Cyrela R$2.017,00;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;Hostfiber/Internet;Rateio Cyrela R$2.017,00;Hostfiber/Internet - Rateio Cyrela R$2.017,00
2023;C0219RJTC2;5200502003;30;Net2Phone....... - Telefonia e internet.;2979;2979;2979;2979;2979;3277;3277;3277;3277;3277;3277;3277;Net2Phone.......;Telefonia e internet.;Net2Phone....... - Telefonia e internet.
2023;C0219RJTC2;5200502003;31;Mundivox........ - Internet 100 Mb: R$ 1.431,04 até Agosto\nA partir de Setembro R$ 1.575,14,00 (Reajuste  10,08%);1432;1432;1432;1432;1432;1432;1432;1432;1576;1576;1576;1576;Mundivox........;Internet 100 Mb: R$ 1.431,04 até Agosto\nA partir de Setembro R$ 1.575,14,00 (Reajuste  10,08%);Mundivox........ - Internet 100 Mb: R$ 1.431,04 até Agosto\nA partir de Setembro R$ 1.575,14,00 (Reajuste  10,08%)
2023;C0219RJTC2;5200502003;32;Cittá......... - Internet 100 Mb.;2805;2805;2805;2805;2805;2805;2805;2805;2805;2805;2805;2805;Cittá.........;Internet 100 Mb.;Cittá......... - Internet 100 Mb.
2023;C0219RJTEC;5200502003;30;Vivo Telefônica - Telefonia móvel.;726;726;726;726;726;726;726;726;726;726;726;726;Vivo Telefônica;Telefonia móvel.;Vivo Telefônica - Telefonia móvel.
2023;C0219RJTEC;5200502003;31;Mundivox.... - Telefonia.;1390;1390;1390;1390;1390;1390;1390;1390;1390;1390;1390;1390;Mundivox....;Telefonia.;Mundivox.... - Telefonia.
2023;C0219RJTEC;5200502003;32;Vivo Telefônica - Roaming Marcel.;28;28;28;28;28;28;28;28;28;28;28;28;Vivo Telefônica;Roaming Marcel.;Vivo Telefônica - Roaming Marcel.
2023;C0219RJTEC;5200502003;33;Phonoway...... - Central telefônica.;2740;2740;2740;2740;2740;2740;3256;3256;3256;3256;3256;3256;Phonoway......;Central telefônica.;Phonoway...... - Central telefônica.
2023;C0219RJTEC;5200502003;34;Vivo....... - MPLS Vivo Rateio com a Cyrela.;1410;1410;1480;1480;1480;1480;1480;1480;1480;1480;1480;1480;Vivo.......;MPLS Vivo Rateio com a Cyrela.;Vivo....... - MPLS Vivo Rateio com a Cyrela.
2023;C0219RJTEC;5200502003;35;Mundivox..... - Internet 100 Mb- Rateio Cyrela.;392;392;392;392;392;412;412;412;412;412;412;412;Mundivox.....;Internet 100 Mb- Rateio Cyrela.;Mundivox..... - Internet 100 Mb- Rateio Cyrela.
2023;C0219RJTEC;5200502003;36;Telecall........... - Internet 10 Mb - Rateio Cyrela.;269;269;269;269;283;283;283;283;283;283;283;283;Telecall...........;Internet 10 Mb - Rateio Cyrela.;Telecall........... - Internet 10 Mb - Rateio Cyrela.
2023;C0219RJTEC;5200502003;37;Telecall.......... - Internet 10 Mb - Rateio Cyrela.;180;180;180;180;189;189;189;189;189;189;189;189;Telecall..........;Internet 10 Mb - Rateio Cyrela.;Telecall.......... - Internet 10 Mb - Rateio Cyrela.
2023;C0219RSTIV;5200502003;30;Vivo - Telefonia - TELEFONIA - 20 Linhas VIVO\nSMART EMPRESAS 5GB 6 linhas\nSMART EMPRESAS 0.5GB 14 linhas;633;633;633;633;633;633;633;633;633;633;633;633;Vivo - Telefonia;TELEFONIA - 20 Linhas VIVO\nSMART EMPRESAS 5GB 6 linhas\nSMART EMPRESAS 0.5GB 14 linhas;Vivo - Telefonia - TELEFONIA - 20 Linhas VIVO\nSMART EMPRESAS 5GB 6 linhas\nSMART EMPRESAS 0.5GB 14 linhas
2023;C0219RSTIV;5200502003;31;Tellfix ligação em Telefone Móvel - Central para ligação em Telefone Movel VIVO 16 Linhas (Rateio pago em SP);552;552;552;552;552;552;552;552;552;552;552;552;Tellfix ligação em Telefone Móvel;Central para ligação em Telefone Movel VIVO 16 Linhas (Rateio pago em SP);Tellfix ligação em Telefone Móvel - Central para ligação em Telefone Movel VIVO 16 Linhas (Rateio pago em SP)
2023;C0219RSTIV;5200502003;32;Telefonia Fixa - VIVO - Telefonia FIxa;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;Telefonia Fixa - VIVO;Telefonia FIxa;Telefonia Fixa - VIVO - Telefonia FIxa
2023;C0219RSTIV;5200502003;33;PHSUL - Central Telefônica - Modelo: PYSIX - Oferta Ativa;3147;3147;3147;3619;3619;3619;3619;3619;3619;3619;3619;3619;PHSUL - Central Telefônica;Modelo: PYSIX - Oferta Ativa;PHSUL - Central Telefônica - Modelo: PYSIX - Oferta Ativa
2023;C0221COREB;5200502003;30;Twilio & Wittel (telefonia) - plataforma de telefonia: Agosto renovação das licenças do sistema de telefonia da central de atendimento ao cliente;2000;2000;2000;2000;2000;2000;2000;21194;2000;2000;2000;2000;Twilio & Wittel (telefonia);plataforma de telefonia: Agosto renovação das licenças do sistema de telefonia da central de atendimento ao cliente;Twilio & Wittel (telefonia) - plataforma de telefonia: Agosto renovação das licenças do sistema de telefonia da central de atendimento ao cliente
2023;C0221COREB;5200502003;31;Oi telecom - R$0,06 custo para receber as ligações, 14000 ligações mês, TMA 9 min;7560;7560;7560;7560;7560;7560;7560;7560;7560;7560;7560;7560;Oi telecom;R$0,06 custo para receber as ligações, 14000 ligações mês, TMA 9 min;Oi telecom - R$0,06 custo para receber as ligações, 14000 ligações mês, TMA 9 min
2023;C0221RECAN;5200502003;30;Twilio (whatsapp) - Custo de R$ 0,39 (corrigido pelo dólar), sendo 24000 disparos;9500;9500;9500;9500;9500;9500;9500;9500;9500;9500;9500;9500;Twilio (whatsapp);Custo de R$ 0,39 (corrigido pelo dólar), sendo 24000 disparos;Twilio (whatsapp) - Custo de R$ 0,39 (corrigido pelo dólar), sendo 24000 disparos
2023;C0275RHUVH;5200502003;30;Telefonia do andar - Vivaz house - 5o andar;120;120;120;120;120;120;120;120;120;120;120;120;Telefonia do andar;Vivaz house - 5o andar;Telefonia do andar - Vivaz house - 5o andar
2023;C0304RJTEC;5200502003;30;Telecall / Link de Internet - Link de internet para o Escritório Lead.;952;952;952;952;1000;1000;1000;1000;1000;1000;1000;1000;Telecall / Link de Internet;Link de internet para o Escritório Lead.;Telecall / Link de Internet - Link de internet para o Escritório Lead.
2023;C0304RJTEC;5200502003;31;Mundivox/Internet - Link de internet para o Escritório Lead.;979;979;979;979;1028;1028;1028;1028;1028;1028;1028;1028;Mundivox/Internet;Link de internet para o Escritório Lead.;Mundivox/Internet - Link de internet para o Escritório Lead.
2023;C0304RJTEC;5200502003;32;BSA / Tronco de Telefonia - Tronco de Telefonia para ligações de Fixo para Móvel;1098;1098;1098;1098;1098;1153;1153;1153;1153;1153;1153;1153;BSA / Tronco de Telefonia;Tronco de Telefonia para ligações de Fixo para Móvel;BSA / Tronco de Telefonia - Tronco de Telefonia para ligações de Fixo para Móvel
2023;C0304RJTEC;5200502003;33;Vivo / Link MPLS - Link para conexão entre os serviços localizados no escritório de SP (SAP, JCO, Planilhas de Viabilidade e etc.);2995;2995;3145;3145;3145;3145;3145;3145;3145;3145;3145;3145;Vivo / Link MPLS;Link para conexão entre os serviços localizados no escritório de SP (SAP, JCO, Planilhas de Viabilidade e etc.);Vivo / Link MPLS - Link para conexão entre os serviços localizados no escritório de SP (SAP, JCO, Planilhas de Viabilidade e etc.)
2023;C0304RJTEC;5200502003;34;Vivo / Linhas Modem - Pagamento de linhas destinadas ao uso de Modem de Internet para locais sem acesso à internet Cabeada.;337;337;337;337;337;337;337;337;337;337;337;337;Vivo / Linhas Modem;Pagamento de linhas destinadas ao uso de Modem de Internet para locais sem acesso à internet Cabeada.;Vivo / Linhas Modem - Pagamento de linhas destinadas ao uso de Modem de Internet para locais sem acesso à internet Cabeada.
2023;C0304RJTEC;5200502003;35;Vivo / Telefonia Móvel - Referente ao Pagamento de Linhas Móveis.;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;Vivo / Telefonia Móvel;Referente ao Pagamento de Linhas Móveis.;Vivo / Telefonia Móvel - Referente ao Pagamento de Linhas Móveis.
2023;C0304RJTEC;5200502003;36;Phonoway / PABX Nuvem - Serviço de Telefonia na Nuvem para todos os ramais/linhas da RJZ Cyrela.;3280;3280;3444;3444;3444;3444;3444;3444;3444;3444;3444;3444;Phonoway / PABX Nuvem;Serviço de Telefonia na Nuvem para todos os ramais/linhas da RJZ Cyrela.;Phonoway / PABX Nuvem - Serviço de Telefonia na Nuvem para todos os ramais/linhas da RJZ Cyrela.
2023;C0304RJTEC;5200502003;37;Mundivox / Telefonia - Tronco de Telefonia para Ligações Fixo para Fixo.;1224;1224;1224;1224;1224;1285;1285;1285;1285;1285;1285;1285;Mundivox / Telefonia;Tronco de Telefonia para Ligações Fixo para Fixo.;Mundivox / Telefonia - Tronco de Telefonia para Ligações Fixo para Fixo.
2023;C0304RJTEC;5200502003;38;OI / Tronco de Ligação Fixo para Móvel - Tronco de transbordo de Ligação Fixo para Móvel.;288;288;288;288;288;302;302;302;302;302;302;302;OI / Tronco de Ligação Fixo para Móvel;Tronco de transbordo de Ligação Fixo para Móvel.;OI / Tronco de Ligação Fixo para Móvel - Tronco de transbordo de Ligação Fixo para Móvel.
2023;C0600RSIMP;5200502003;30;TELEFONICA BRASIL  S/A - LINK MPLS POA 50MB;3067;3067;3067;3067;3067;3067;3067;3067;3067;3067;3067;3067;TELEFONICA BRASIL  S/A;LINK MPLS POA 50MB;TELEFONICA BRASIL  S/A - LINK MPLS POA 50MB
2023;C0600RSIMP;5200502003;31;PHSUL TELEINFORMÁTICA LTDA - SUPORTE MENSAL CENTRAL RS;2169;2169;2169;2169;2169;2169;2169;2169;2169;2295;2295;2295;PHSUL TELEINFORMÁTICA LTDA;SUPORTE MENSAL CENTRAL RS;PHSUL TELEINFORMÁTICA LTDA - SUPORTE MENSAL CENTRAL RS
2023;C0600RSIMP;5200502003;32;ALGAR TELECOM S.A - INTERNET 100MB POA;2333;2333;2333;2333;2333;2333;2333;2333;2333;2333;2333;2333;ALGAR TELECOM S.A;INTERNET 100MB POA;ALGAR TELECOM S.A - INTERNET 100MB POA
2023;C0600RSIMP;5200502003;33;OI S/A TELEFONICA - TELEFONIA 51 33827000;500;500;500;500;500;500;500;500;500;500;500;500;OI S/A TELEFONICA;TELEFONIA 51 33827000;OI S/A TELEFONICA - TELEFONIA 51 33827000
2023;C0600RSIMP;5200502003;34;OI S/A TELEFONICA - TELEFONIA  41 30717777;600;600;600;600;600;600;600;600;600;600;600;600;OI S/A TELEFONICA;TELEFONIA  41 30717777;OI S/A TELEFONICA - TELEFONIA  41 30717777
2023;C0600RSIMP;5200502003;35;BRASIL DIGITAL TELECOMUNICAÇÕES LTDA - LINK E1;84;84;84;84;84;84;84;84;84;84;84;84;BRASIL DIGITAL TELECOMUNICAÇÕES LTDA;LINK E1;BRASIL DIGITAL TELECOMUNICAÇÕES LTDA - LINK E1
2023;C0600RSIMP;5200502003;36;LOCAWEB SERVIÇOS DE INTERNET S/A - DNS (VERIFICAR CANCELAMENTO PARA 2023);0;0;0;0;0;1200;0;0;0;0;0;0;LOCAWEB SERVIÇOS DE INTERNET S/A;DNS (VERIFICAR CANCELAMENTO PARA 2023);LOCAWEB SERVIÇOS DE INTERNET S/A - DNS (VERIFICAR CANCELAMENTO PARA 2023)
2023;C0600RSIMP;5200502003;37;ALGAR TELECOM S.A - ADSL 600MB POA;304;304;304;304;304;304;368;368;368;368;368;368;ALGAR TELECOM S.A;ADSL 600MB POA;ALGAR TELECOM S.A - ADSL 600MB POA
2023;C0600RSIMP;5200502003;38;LIGGA TELECOMUNICACOES SA - 150MB WI FI CURITIBA;259;259;259;259;259;259;259;259;259;259;259;259;LIGGA TELECOMUNICACOES SA;150MB WI FI CURITIBA;LIGGA TELECOMUNICACOES SA - 150MB WI FI CURITIBA
2023;C0600RSIMP;5200502003;39;VS TELECOMUNICAÇÕES LTDA - ME - 300MB VIASAT POA;1807;1807;1807;1807;1807;1807;1807;1807;1807;1807;1807;1807;VS TELECOMUNICAÇÕES LTDA - ME;300MB VIASAT POA;VS TELECOMUNICAÇÕES LTDA - ME - 300MB VIASAT POA
2023;C0600RSIMP;5200502003;40;TELEFONICA BRASIL  S/A - TELEFONIA MOVEL + COMPRA DE CHIPS EM BRANCO;3780;3780;3780;3780;3780;3980;3780;3780;3780;3780;3780;3780;TELEFONICA BRASIL  S/A;TELEFONIA MOVEL + COMPRA DE CHIPS EM BRANCO;TELEFONICA BRASIL  S/A - TELEFONIA MOVEL + COMPRA DE CHIPS EM BRANCO
2023;C0600RSIMP;5200502003;41;TELEFONICA BRASIL  S/A - TELEFONIA 4G;350;350;350;350;350;350;350;350;350;350;350;350;TELEFONICA BRASIL  S/A;TELEFONIA 4G;TELEFONICA BRASIL  S/A - TELEFONIA 4G
2023;C0600SCAES;5200502003;30;Comunicações (Telefone, Assinaturas - Comunicações (Telefone, Assinaturas;157;157;157;157;157;157;157;157;157;157;157;157;Comunicações (Telefone, Assinaturas;Comunicações (Telefone, Assinaturas;Comunicações (Telefone, Assinaturas - Comunicações (Telefone, Assinaturas
2023;C3099COMVZ;5200502003;30;Plano corporativo - Tratativa com vendas;500;500;500;500;500;500;500;500;500;500;500;500;Plano corporativo;Tratativa com vendas;Plano corporativo - Tratativa com vendas
2023;C0042BLAES;5200502004;0;;100;100;100;100;100;100;100;100;100;100;100;100;;;
2023;C0042BLCOB;5200502004;0;;500;500;500;500;500;500;500;500;500;500;500;500;;;
2023;C0042BOIMP;5200502004;0;;500;500;500;500;500;500;500;500;500;500;500;500;;;
2023;C0042COCOB;5200502004;0;Despesas com documentos recebidos e enviados a cliente;50;50;50;50;50;50;50;50;50;50;50;50;;Despesas com documentos recebidos e enviados a cliente;Despesas com documentos recebidos e enviados a cliente
2023;C0042COCRE;5200502004;0;;500;500;500;500;500;500;500;500;500;500;500;500;;;
2023;C0042COMON;5200502004;0;Envio de materiais às regionais;40;40;40;40;40;40;40;40;40;40;40;40;;Envio de materiais às regionais;Envio de materiais às regionais
2023;C0042EQRHU;5200502004;0;;50;50;50;50;50;50;50;50;50;50;50;50;;;
2023;C0042SLAES;5200502004;0;;1200;0;0;0;0;0;0;0;0;0;0;0;;;
2023;C0042SPCRP;5200502004;0;;150;150;150;150;150;150;150;150;150;150;150;150;;;
